MATCHKEY,CITYLABEL,FREQ,LAT,LNG,TYPE,STATEEMP,STATEWORK,NATEMP,NATWORK
LOS ANGELES-CA,"LOS ANGELES, CA",55,34.054935,-118.244476,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
OKLAHOMA CITY-OK,"OKLAHOMA CITY, OK",56,35.4729886,-97.5170536,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
JERSEY CITY-NJ,"JERSEY CITY, NJ",57,40.7281575,-74.0776417,"National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
REDMOND-WA,"REDMOND, WA",59,47.6694141,-122.1238767,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
BIRMINGHAM-AL,"BIRMINGHAM, AL",59,33.5206824,-86.80243259999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
BALTIMORE-MD,"BALTIMORE, MD",59,39.2908816,-76.610759,"National Top Employer, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
MORGANTOWN-WV,"MORGANTOWN, WV",64,39.629680900000004,-79.9559437,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
OVERLAND PARK-KS,"OVERLAND PARK, KS",65,38.9742502,-94.6851702,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
WILMINGTON-DE,"WILMINGTON, DE",67,39.7459468,-75.546589,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
COLUMBUS-OH,"COLUMBUS, OH",67,39.9622601,-83.00070649999999,"National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
PORTLAND-OR,"PORTLAND, OR",68,45.5202471,-122.6741949,"National Top Employer, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
ALBUQUERQUE-NM,"ALBUQUERQUE, NM",69,35.0841034,-106.6509851,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
NASHVILLE-TN,"NASHVILLE, TN",70,36.1622296,-86.7743531,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,False
DENVER-CO,"DENVER, CO",70,39.7391536,-104.9847034,"National Top Employer, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
CHARLOTTE-NC,"CHARLOTTE, NC",72,35.2270869,-80.8431268,"National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
PLANO-TX,"PLANO, TX",73,33.013676399999994,-96.6925096,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
EDISON-NJ,"EDISON, NJ",74,40.5382375,-74.3945173450877,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
SUNNYVALE-CA,"SUNNYVALE, CA",76,37.368830100000004,-122.03634960000001,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
DALLAS-TX,"DALLAS, TX",79,32.7762719,-96.7968559,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
SANTA CLARA-CA,"SANTA CLARA, CA",80,37.034583193882,-121.51737215829901,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
FARGO-ND,"FARGO, ND",82,46.877229,-96.78982099999999,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
TAMPA-FL,"TAMPA, FL",82,27.947759499999997,-82.458444,"National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Employer, National Top Worksite, National Top Worksite, National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,True,True
MINNEAPOLIS-MN,"MINNEAPOLIS, MN",82,44.9772995,-93.2654692,"National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
BENTONVILLE-AR,"BENTONVILLE, AR",83,36.372853799999994,-94.2088172,"State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,False
INDIANAPOLIS-IN,"INDIANAPOLIS, IN",84,39.7683331,-86.1583502,"National Top Worksite, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer, State Top Employer",True,False,False,True
