quarter,result,state,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,samest,ssst
2015Q3,DENIED,MN,40,47,20800.0,85519.0,230000.0,18720.0,490094.0,16566514.0,5,54151.0,ACCOUNTANT,BLOOMINGTON-MN,24,60.0
2015Q3,DENIED,MO,17,19,18720.0,62242.0,126422.0,15912.0,66732.0,169582.0,6,54151.0,SOFTWARE ENGINEER,ST. LOUIS-MO,11,64.71
2015Q3,DENIED,MS,12,12,30000.0,56688.0,115000.0,23587.0,48121.0,90709.0,5,61131.0,RESIDENT,MISS. STATE-MS,12,100.0
2015Q3,DENIED,MT,4,4,16340.0,175201.0,583003.0,16340.0,173086.0,575000.0,5,6111.0,HIGH-PERFORMANCE COMPUTING APPLICATION SCIENTIST,FRAZER-MT,4,100.0
2015Q3,DENIED,NC,44,44,22880.0,74866.0,206100.0,23504.0,68032.0,187200.0,5,54151.0,MEDICAL INSTRUCTOR,DURHAM-NC,29,65.91
2015Q3,DENIED,ND,8,9,46000.0,86668.0,240000.0,27270.0,66901.0,139548.0,4,61131.0,INSTRUCTOR/ASSISTANT TRAINER,GRAND FORKS-ND,8,100.0
2015Q3,DENIED,NE,6,6,38000.0,69413.0,105000.0,18720.0,48190687.0,153976160.0,6,54151.0,K-16 STEM EDUCATION FELLOW,OMAHA-NE,4,66.67
2015Q3,DENIED,NH,11,11,63000.0,90686.0,183100.0,62525.0,89248.0,187200.0,6,54151,PROGRAMMER ANALYST,PORTSMOUTH-NH,11,100.0
2015Q3,DENIED,NJ,153,215,21700.0,75594.0,187200.0,21680.0,68336.0,187200.0,5,54151.0,PROGRAMMER ANALYST,PRINCETON-NJ,69,45.1
2015Q3,DENIED,NM,9,9,20800.0,48762.0,130000.0,20800.0,46610.0,111400.0,4,33211.0,COMMUNITY HEALTH NAVIGATOR,SANTA TERESA-NM,8,88.89
2015Q3,DENIED,NV,12,12,41000.0,112993.0,520000.0,31304.0,59971.0,86674.0,7,5416,GENERAL AND OPERATIONS MANAGER,LAS VEGAS-NV,7,58.33
2015Q3,DENIED,NY,306,451,16640.0,75460.0,624000.0,18200.0,1755738.0,161894720.0,6,54151.0,PHYSICAL THERAPIST,NEW YORK-NY,273,89.22
2015Q3,DENIED,OH,52,59,34100.0,81268.0,350000.0,32739.0,67517.0,187200.0,6,61131.0,PHYSICAL THERAPIST,CLEVELAND-OH,40,76.92
2015Q3,DENIED,OK,9,9,28870.0,70415.0,187200.0,36109.0,71150.0,187200.0,6,62134.0,PHYSICAL THERAPIST,CHOCTAW-OK,8,88.89
2015Q3,DENIED,OR,25,25,29120.0,60854.0,237478.0,32573.0,59326.0,187200.0,5,1517.0,PLASTERER,PORTLAND-OR,23,92.0
2015Q3,DENIED,PA,75,273,35360.0,85781.0,516000.0,33322.0,226451.0,9110400.0,6,54151.0,SENIOR CONSULTANT,PHILADELPHIA-PA,51,68.0
2015Q3,DENIED,PR,6,6,30000.0,70327.0,127287.0,30000.0,56667.0,93829.0,6,54151,STRATEGIC PLANNING MANAGER,SAN JUAN-PR,6,100.0
2015Q3,DENIED,RI,6,6,20800.0,84598.0,180000.0,15080.0,52277.0,85758.0,6,62211,PHYSICIAN (VASCULAR NEUROLOGY),PROVIDENCE-RI,5,83.33
2015Q3,DENIED,SC,16,16,35090.0,108291.0,400000.0,35090.0,5028412.0,79123200.0,5,54151.0,CARDIOLOGIST,GREENVILLE-SC,14,87.5
2015Q3,DENIED,SD,1,1,36899.0,36899.0,36899.0,32370.0,32370.0,32370.0,5,6111,SPANISH LANGUAGE IMMERSION CLASSROOM TEACHER,SIOUX FALLS-SD,1,100.0
2015Q3,DENIED,TN,26,26,18000.0,70551.0,400000.0,18000.0,60077.0,222435.0,5,61131.0,CLINICAL FELLOW,NASHVILLE-TN,21,80.77
2015Q3,DENIED,TX,224,297,19000.0,464249.0,85932080.0,16840.0,68958.0,187199.0,5,54151.0,PROGRAMMER ANALYST,HOUSTON-TX,181,80.8
2015Q3,DENIED,UT,19,19,31200.0,69478.0,211307.0,31200.0,68511.0,211307.0,6,54151.0,PROGRAMMER ANALYST,SALT LAKE CITY-UT,13,68.42
2015Q3,DENIED,VA,79,79,33000.0,79918.0,400000.0,28267.0,73363.0,384276.0,6,54151.0,PROGRAMMER ANALYST,HERNDON-VA,49,62.03
2015Q3,DENIED,VT,2,2,75026.0,75462.0,75899.0,61152.0,65021.0,68890.0,7,61131,VISITING FACULTY MEMBER IN ART HISTORY,MIDDLEBURY-VT,2,100.0
2015Q3,DENIED,WA,50,57,18000.0,80270.0,167500.0,20883.0,71243.0,147472.0,5,54151.0,PROGRAMMER ANALYST,SEATTLE-WA,40,80.0
2015Q3,DENIED,WI,19,32,23400.0,84823.0,350000.0,15600.0,57642.0,164216.0,5,33271.0,PROGRAMMER ANALYST,MADISON-WI,14,73.68
2015Q3,DENIED,WV,6,6,25000.0,65542.0,200000.0,25000.0,61802.0,180000.0,7,92311,TEACHER OF CHINESE LANGUAGE,BECKLEY-WV,6,100.0
2015Q3,DENIED,WY,6,6,26520.0,134905.0,355634.0,26520.0,120424.0,355634.0,5,62111,FILM AND VIDEO EDITOR,ROCK SPRINGS-WY,6,100.0
2015Q3,WITHDRAWN,AL,18,18,49000.0,166574.0,364000.0,37610.0,135520.0,214365.0,32,62111,HOSPITALIST PHYSICIAN,DOTHAN-AL,12,66.67
2015Q3,WITHDRAWN,AR,21,25,51000.0,111241.0,218000.0,38640.0,87270.0,185557.0,181,61131.0,SENIOR SOFTWARE ENGINEER,BENTONVILLE-AR,9,42.86
2015Q3,WITHDRAWN,AZ,26,28,41261.0,96027.0,260000.0,37274.0,72734.0,197288.0,57,54151.0,SOFTWARE ENGINEER,PHOENIX-AZ,16,61.54
2015Q3,WITHDRAWN,CA,777,880,32552.0,1527146.0,520000000.0,21882.0,82377.0,189592.0,242,54151.0,SOFTWARE ENGINEER,SANTA CLARA-CA,597,76.83
2015Q3,WITHDRAWN,CO,29,31,38117.0,220948.0,1620000.0,37794.0,77027.0,187200.0,65,54151.0,RF ENGINEER,AURORA-CO,14,48.28
2015Q3,WITHDRAWN,CT,70,72,41500.0,94794.0,231000.0,35090.0,77370.0,195021.0,350,52311.0,SOFTWARE ENGINEER,STAMFORD-CT,42,60.0
2015Q3,WITHDRAWN,DC,19,19,40000.0,114640.0,250000.0,36733.0,91318.0,242341.0,191,61131.0,ECONOMIST,WASHINGTON-DC,14,73.68
2015Q3,WITHDRAWN,DE,12,12,46500.0,121067.0,710904.0,37627.0,61891.0,85904.0,155,54151.0,PROGRAMMER ANALYST,NEWARK-DE,7,58.33
2015Q3,WITHDRAWN,FL,124,175,35000.0,84421.0,700001.0,28454.0,67345.0,140774.0,146,54151.0,PHYSICAL THERAPIST,TAMPA-FL,68,54.84
2015Q3,WITHDRAWN,GA,89,91,40000.0,1369025.0,113526400.0,32193.0,71957.0,187199.0,64,54151.0,PROGRAMMER ANALYST,ATLANTA-GA,48,53.93
2015Q3,WITHDRAWN,GU,4,4,38085.0,89841.0,187200.0,37170.0,82884.0,162282.0,1,62151,SR. TELECOMMUNICATIONS ENGINEER,TAMUNING-GU,4,100.0
2015Q3,WITHDRAWN,HI,3,3,29120.0,58317.0,96430.0,29120.0,55217.0,93662.0,2,52411,DATABASE ADMINISTRATOR,HONOLULU-HI,3,100.0
2015Q3,WITHDRAWN,IA,9,9,56056.0,142512.0,337500.0,56056.0,107439.0,229008.0,1,54151.0,PHYSICIAN,CLIVE-IA,5,55.56
2015Q3,WITHDRAWN,ID,3,7,52458.0,69851.0,88960.0,52458.0,59072.0,64251.0,204,45411,"SAASFOCUS, INC.",BOISE-ID,3,100.0
2015Q3,WITHDRAWN,IL,152,169,31803.0,96928.0,425000.0,21470.0,76324.0,223912.0,87,54151.0,SOFTWARE ENGINEER,CHICAGO-IL,73,48.03
2015Q3,WITHDRAWN,IN,19,19,33322.0,84546.0,177000.0,33322.0,67861.0,161970.0,130,61131.0,PHYSICIAN (FAMILY MEDICINE),INDIANAPOLIS-IN,15,78.95
2015Q3,WITHDRAWN,KS,19,19,40290.0,98415.0,297500.0,37794.0,73776.0,171350.0,505,61131,PROGRAMMER ANALYST,KANSAS CITY-KS,16,84.21
2015Q3,WITHDRAWN,KY,18,22,43000.0,7624749.0,135200000.0,39370.0,95315.0,304831.0,4,54151.0,SOFTWARE ENGINEER,LOUISVILLE-KY,11,61.11
2015Q3,WITHDRAWN,LA,20,22,35200.0,106035.0,285000.0,28142.0,78291.0,190299.0,179,61131.0,PHYSICIAN,BATON ROUGE-LA,17,85.0
2015Q3,WITHDRAWN,MA,148,150,37500.0,95297.0,582000.0,22530.0,75478.0,131269.0,151,54151.0,PROGRAMMER ANALYST,BOSTON-MA,86,58.11
2015Q3,WITHDRAWN,MD,102,109,46748.0,84873.0,624000.0,35464.0,66566.0,156811.0,89,54151.0,WEB DEVELOPER,ROCKVILLE-MD,47,46.08
2015Q3,WITHDRAWN,ME,1,1,66000.0,66000.0,66000.0,55805.0,55805.0,55805.0,0,61131,"ASSISTANT PROFESSOR, FOOD SCIENCE & NUTRITION",ORONO-ME,1,100.0
2015Q3,WITHDRAWN,MI,84,87,50000.0,92324.0,914400.0,42411.0,71193.0,206253.0,48,54151.0,PROGRAMMER ANALYST,TROY-MI,47,55.95
2015Q3,WITHDRAWN,MN,21,21,49608.0,87180.0,225000.0,37939.0,70710.0,159848.0,52,54151.0,COMPUTER PROGRAMMER,BLOOMINGTON-MN,15,71.43
2015Q3,WITHDRAWN,MO,28,28,39000.0,83236.0,200000.0,31574.0,73128.0,154690.0,128,54151.0,SOFTWARE ENGINEER,ST. LOUIS-MO,19,67.86
2015Q3,WITHDRAWN,MS,3,3,56180.0,140393.0,210000.0,50461.0,124271.0,187199.0,0,61131.0,ASSISTANT PROFESSOR,JACKSON-MS,3,100.0
2015Q3,WITHDRAWN,NC,101,101,39140.0,101423.0,201150.0,33470.0,76138.0,129355.0,43,54151.0,SENIOR CONSULTANT,DURHAM-NC,17,16.83
2015Q3,WITHDRAWN,ND,3,3,105000.0,168197.0,249600.0,43250.0,108808.0,149991.0,3,62211,HOSPITALIST,FARGO-ND,3,100.0
2015Q3,WITHDRAWN,NE,3,3,54720.0,72573.0,103000.0,51267.0,65789.0,90418.0,2,54151,SOFTWARE ANALYST,OMAHA-NE,2,66.67
2015Q3,WITHDRAWN,NH,3,3,114400.0,131467.0,150000.0,105082.0,118276.0,125757.0,388,54151.0,VICE PRESIDENT STRATEGIC PROJECTS,DURHAM-NH,1,33.33
2015Q3,WITHDRAWN,NJ,372,669,42661.0,424359.0,128960000.0,31616.0,68055.0,209643.0,27,54151.0,PROGRAMMER ANALYST,EDISON-NJ,118,31.72
2015Q3,WITHDRAWN,NM,9,11,48000.0,58598.0,62546.0,48000.0,55877.0,62546.0,2,54171,PHYSICAL THERAPIST,ALBUQUERQUE-NM,1,11.11
2015Q3,WITHDRAWN,NV,8,8,41000.0,82710.0,176218.0,36920.0,73500.0,141606.0,58,54151,ACCOUNT ANALYST,LAS VEGAS-NV,7,87.5
2015Q3,WITHDRAWN,NY,300,349,27040.0,103767.0,1000000.0,21798.0,79747.0,207293.0,241,54151.0,ASSOCIATE,NEW YORK-NY,243,81.0
2015Q3,WITHDRAWN,OH,66,73,33500.0,80371.0,208000.0,26187.0,66261.0,202696.0,31,54151.0,PROGRAMMER ANALYST,CINCINNATI-OH,46,69.7
2015Q3,WITHDRAWN,OK,8,8,41600.0,94748.0,121500.0,36296.0,74157.0,103730.0,141,21311.0,ROTATING EQUIPMENT ENGINEER,TULSA-OK,7,87.5
2015Q3,WITHDRAWN,OR,9,10,50808.0,80278.0,133250.0,50160.0,75997.0,126190.0,86,33422.0,PRODUCT ENGINEER/ PRESIDENT,PORTLAND-OR,7,77.78
2015Q3,WITHDRAWN,PA,147,166,41000.0,82819.0,534672.0,36816.0,66614.0,179691.0,4,54151.0,PROGRAMMER ANALYST,EXTON-PA,78,53.06
2015Q3,WITHDRAWN,RI,11,12,50000.0,178130.0,801000.0,48200.0,71739.0,146058.0,0,61131,PROJECT MANAGER,PROVIDENCE-RI,11,100.0
2015Q3,WITHDRAWN,SC,7,7,60000.0,178427.0,527500.0,46660.0,71572.0,106974.0,118,61131.0,SUPERVISOR-BIM,GREENVILLE-SC,6,85.71
2015Q3,WITHDRAWN,SD,11,11,33630.0,40490.0,64147.0,32370.0,37654.0,64147.0,3,92311,INTERNAL MEDICINE RESIDENT,ST. FRANCIS-SD,10,90.91
2015Q3,WITHDRAWN,TN,40,40,21840.0,81279.0,275000.0,16952.0,64101.0,154690.0,699,3336.0,BUSINESS ANALYST,NASHVILLE-TN,9,22.5
2015Q3,WITHDRAWN,TX,419,583,30000.0,81206.0,598000.0,18429.0,68445.0,187199.0,177,54151.0,SYSTEMS ANALYST,PLANO-TX,242,57.76
2015Q3,WITHDRAWN,UT,11,11,45677.0,89080.0,120000.0,38854.0,71997.0,105000.0,2,62211.0,ASSISTANT PROFESSOR (PSYCHOLOGY),SALT LAKE CITY-UT,9,81.82
2015Q3,WITHDRAWN,VA,110,116,33446.0,82423.0,190000.0,26666.0,68556.0,121493.0,116,54151.0,PROGRAMMER ANALYST,HERNDON-VA,55,50.0
2015Q3,WITHDRAWN,VT,6,6,63000.0,88717.0,107702.0,57637.0,84778.0,107702.0,1,54151.0,SOFTWARE ENGINEER,SOUTH BURLINGTON-VT,6,100.0
2015Q3,WITHDRAWN,WA,106,107,36000.0,107338.0,208000.0,23934.0,85482.0,216674.0,300,45411.0,SOFTWARE DEVELOPMENT ENGINEER I,SEATTLE-WA,88,83.02
2015Q3,WITHDRAWN,WI,38,38,48000.0,91451.0,274997.0,35381.0,74838.0,210621.0,238,33341.0,RESIDENT PHYSICIAN-PG3,MILWAUKEE-WI,25,65.79
2015Q3,WITHDRAWN,WV,6,6,37794.0,134359.0,325036.0,37794.0,75440.0,187637.0,0,61131.0,ASSISTANT PROFESSOR,MORGANTOWN-WV,6,100.0
2015Q3,WITHDRAWN,WY,1,1,57803.0,57803.0,57803.0,57803.0,57803.0,57803.0,0,51211,PRODUCER,JACKSON-WY,1,100.0
2015Q4,CERTIFIED,AK,13,13,32968.0,120807.0,426047.0,32656.0,69408.0,187199.0,5,61131,POST DOCTORAL FELLOW,FAIRBANKS-AK,12,92.31
2015Q4,CERTIFIED,AL,159,162,31200.0,96226.0,350000.0,22230.0,81200.0,217242.0,5,61131.0,ASSISTANT PROFESSOR,BIRMINGHAM-AL,127,79.87
2015Q4,CERTIFIED,AR,291,304,18605.0,116521.0,400000.0,18410.0,92240.0,187200.0,5,45291.0,PROGRAMMER ANALYST,BENTONVILLE-AR,135,46.39
2015Q4,CERTIFIED,AZ,560,573,28662.0,93451.0,450000.0,25370.0,74688.0,242507.0,5,54151,SOFTWARE ENGINEER,PHOENIX-AZ,348,62.14
2015Q4,CERTIFIED,CA,14655,20940,21600.0,104379.0,750000.0,20800.0,88808.0,256173.0,5,54151.0,SOFTWARE ENGINEER,SUNNYVALE-CA,10363,70.71
2015Q4,CERTIFIED,CO,565,579,31127.0,98254.0,1515072.0,21736.0,78245.0,207501.0,5,54151,RESEARCH ASSOCIATE,DENVER-CO,273,48.32
2015Q4,CERTIFIED,CT,921,936,34308.0,89785.0,450000.0,32882.0,75682.0,200512.0,5,54151.0,PROGRAMMER ANALYST,EAST HARTFORD-CT,459,49.84
2015Q4,CERTIFIED,DC,321,345,31200.0,90056.0,500000.0,22194.0,74226.0,245856.0,5,61131.0,SOFTWARE DEVELOPER,WASHINGTON-DC,253,78.82
2015Q4,CERTIFIED,DE,362,365,33000.0,74629.0,225000.0,32677.0,65938.0,181979.0,5,54151.0,PROGRAMMER ANALYST,NEWARK-DE,101,27.9
2015Q4,CERTIFIED,FL,3410,11878,24648.0,90105.0,716009.0,21299.0,72103.0,252637.0,5,54161.0,PHYSICAL THERAPIST,TAMPA-FL,1343,39.38
2015Q4,CERTIFIED,GA,2507,2618,23600.0,79211.0,600000.0,20940.0,66773.0,236538.0,5,54151.0,PROGRAMMER ANALYST,ATLANTA-GA,1377,54.93
2015Q4,CERTIFIED,GU,74,78,24752.0,57187.0,300000.0,24752.0,48125.0,162282.0,5,23622,CIVIL ENGINEER,TAMUNING-GU,74,100.0
2015Q4,CERTIFIED,HI,61,61,39270.0,88901.0,280000.0,20440.0,72517.0,254238.0,5,5417.0,ASSISTANT PROFESSOR,HONOLULU-HI,60,98.36
2015Q4,CERTIFIED,IA,265,274,36098.0,93417.0,400000.0,31803.0,71468.0,285306.0,5,54151,POSTDOCTORAL RESEARCH ASSOCIATE,AMES-IA,165,62.26
2015Q4,CERTIFIED,ID,71,71,35618.0,97856.0,190000.0,17060.0,80473.0,152131.0,6,33441,ASSISTANT PROFESSOR - COMPUTER SCIENCE ENGINEERING,BOISE-ID,44,61.97
2015Q4,CERTIFIED,IL,5965,10643,23400.0,89581.0,1100000.0,18117.0,76819.0,244234.0,5,54151.0,PROGRAMMER ANALYST,CHICAGO-IL,2068,34.67
2015Q4,CERTIFIED,IN,475,524,23000.0,86651.0,324480.0,15080.0,69590.0,219120.0,5,54151.0,PROGRAMMER ANALYST,INDIANAPOLIS-IN,310,65.26
2015Q4,CERTIFIED,KS,295,299,24000.0,82455.0,300000.0,17430.0,68058.0,213429.0,5,54151,PROGRAMMER ANALYST,OVERLAND PARK-KS,146,49.49
2015Q4,CERTIFIED,KY,438,519,26520.0,93009.0,400000.0,21430.0,73949.0,198037.0,5,54151,PROGRAMMER ANALYST,LOUISVILLE-KY,136,31.05
2015Q4,CERTIFIED,LA,278,282,28080.0,83927.0,400000.0,20675.0,63117.0,214365.0,5,54151,COMPUTER PROGRAMMER ANALYST,BATON ROUGE-LA,209,75.18
2015Q4,CERTIFIED,MA,3339,3531,24000.0,97164.0,780000.0,24000.0,79935.0,244816.0,5,54151,PROGRAMMER ANALYST,BOSTON-MA,1992,59.66
2015Q4,CERTIFIED,MD,5044,5097,30160.0,74484.0,425000.0,23040.0,64661.0,199118.0,5,54151.0,DEVELOPER,ROCKVILLE-MD,860,17.05
2015Q4,CERTIFIED,ME,90,90,27012.0,123758.0,775000.0,26570.0,85846.0,436363.0,6,54151,COMPUTER PROGRAMMER,PORTLAND-ME,74,82.22
2015Q4,CERTIFIED,MI,3503,12503,30000.0,80034.0,525000.0,17534.0,71279.0,242486.0,5,54151.0,PROGRAMMER ANALYST,TROY-MI,1524,43.51
2015Q4,CERTIFIED,MN,682,722,36999.0,94885.0,386750.0,29474.0,79616.0,254821.0,5,54151.0,SOFTWARE ENGINEER,MINNEAPOLIS-MN,463,67.89
2015Q4,CERTIFIED,MO,646,664,29240.0,90698.0,700000.0,21100.0,73147.0,229382.0,5,54151,PROGRAMMER ANALYST,ST. LOUIS-MO,372,57.59
2015Q4,CERTIFIED,MS,90,90,33446.0,109755.0,375000.0,25163.0,71325.0,190530.0,6,61131,ASSISTANT PROFESSOR,JACKSON-MS,85,94.44
2015Q4,CERTIFIED,MT,19,19,34500.0,132979.0,583003.0,34216.0,107335.0,575000.0,6,61131,ASSISTANT PROFESSOR,BOZEMAN-MT,16,84.21
2015Q4,CERTIFIED,NC,2366,2382,26832.0,92579.0,1095812.0,16890.0,75074.0,236267.0,5,54151.0,MANAGING CONSULTANT,DURHAM-NC,771,32.59
2015Q4,CERTIFIED,ND,72,79,24294.0,127446.0,712500.0,23920.0,93723.0,412463.0,5,62211,HOSPITALIST,FARGO-ND,55,76.39
2015Q4,CERTIFIED,NE,231,234,25000.0,93634.0,496485.0,19310.0,77155.0,250037.0,5,54151,SOFTWARE ENGINEER,OMAHA-NE,146,63.2
2015Q4,CERTIFIED,NH,180,199,36500.0,93186.0,257000.0,30447.0,76456.0,186056.0,5,54151,PROGRAMMER ANALYST,NASHUA-NH,80,44.44
2015Q4,CERTIFIED,NJ,13777,29132,20363.0,78185.0,740277.0,20363.0,69656.0,249954.0,5,54151.0,PROGRAMMER ANALYST,EDISON-NJ,3480,25.26
2015Q4,CERTIFIED,NM,159,159,32000.0,74110.0,420000.0,25938.0,58671.0,219440.0,5,61111,PUBLIC SCHOOL TEACHER,ALBUQUERQUE-NM,119,74.84
2015Q4,CERTIFIED,NV,144,150,38106.0,106206.0,250000.0,34250.0,87471.0,199160.0,5,54151,MEDICAL TECHNOLOGIST,LAS VEGAS-NV,92,63.89
2015Q4,CERTIFIED,NY,6652,11737,20470.0,102375.0,1800000.0,20470.0,82795.0,300000.0,5,54151.0,ASSOCIATE,NEW YORK-NY,4708,70.78
2015Q4,CERTIFIED,OH,1450,2532,31500.0,86566.0,924000.0,17910.0,71638.0,352362.0,5,54151,PROGRAMMER ANALYST,DUBLIN-OH,888,61.24
2015Q4,CERTIFIED,OK,161,161,29916.0,73856.0,334402.0,17030.0,60661.0,237099.0,5,61131.0,POSTDOCTORAL RESEARCH ASSOCIATE,OKLAHOMA CITY-OK,145,90.06
2015Q4,CERTIFIED,OR,271,274,28428.0,95693.0,325000.0,26480.0,78960.0,256068.0,5,61131.0,ASSISTANT PROFESSOR,PORTLAND-OR,218,80.44
2015Q4,CERTIFIED,PA,4518,33841,21944.0,99034.0,400000.0,21944.0,74758.0,226699.0,5,54161.0,SENIOR CONSULTANT,PHILADELPHIA-PA,1898,42.01
2015Q4,CERTIFIED,PR,29,29,18003.0,69862.0,160000.0,16920.0,51072.0,97469.0,5,54151,PROGRAMMER ANALYST,SAN JUAN-PR,24,82.76
2015Q4,CERTIFIED,RI,224,226,40206.0,107879.0,240000.0,36123.0,86427.0,159744.0,5,44611,PHARMACIST,WOONSOCKET-RI,99,44.2
2015Q4,CERTIFIED,SC,163,170,26000.0,83989.0,350000.0,19278.0,67861.0,175981.0,5,61131,PROGRAMMER ANALYST,COLUMBIA-SC,135,82.82
2015Q4,CERTIFIED,SD,35,37,33275.0,108047.0,522500.0,31590.0,91792.0,326105.0,5,61131,FAMILY MEDICINE PHYSICIAN,SIOUX FALLS-SD,27,77.14
2015Q4,CERTIFIED,TN,700,754,26750.0,93240.0,415000.0,20710.0,73555.0,227178.0,5,3336,PROGRAMMER ANALYST,NASHVILLE-TN,338,48.29
2015Q4,CERTIFIED,TX,14226,33808,20800.0,83230.0,1000000.0,16952.0,73421.0,478200.0,5,54151.0,TECHNOLOGY LEAD - US,PLANO-TX,5062,35.58
2015Q4,CERTIFIED,UT,253,263,28288.0,84701.0,312000.0,28288.0,70031.0,167918.0,5,61131,PROGRAMMER ANALYST,SALT LAKE CITY-UT,188,74.31
2015Q4,CERTIFIED,VA,3219,5183,20000.0,81916.0,450000.0,17110.0,71563.0,243300.0,5,54151.0,PROGRAMMER ANALYST,HERNDON-VA,1320,41.01
2015Q4,CERTIFIED,VI,10,10,43067.0,46319.0,50300.0,28770.0,37563.0,46613.0,6,61111,SCHOOL LIBRARIAN,ST. THOMAS-VI,10,100.0
2015Q4,CERTIFIED,VT,146,146,34736.0,89940.0,390000.0,27768.0,82473.0,246314.0,6,54151,SOFTWARE ENGINEER,SOUTH BURLINGTON-VT,27,18.49
2015Q4,CERTIFIED,WA,2288,2329,28000.0,114264.0,1138777.0,27590.0,90359.0,247541.0,5,51121.0,SOFTWARE ENGINEER,SEATTLE-WA,1816,79.37
2015Q4,CERTIFIED,WI,810,3276,23400.0,95074.0,500000.0,19290.0,71397.0,249454.0,5,54169,PROGRAMMER ANALYST,MILWAUKEE-WI,288,35.56
2015Q4,CERTIFIED,WV,56,56,30767.0,131578.0,500000.0,19030.0,83036.0,249330.0,6,61131.0,ASSISTANT PROFESSOR,MORGANTOWN-WV,54,96.43
2015Q4,CERTIFIED,WY,34,41,40008.0,142573.0,450000.0,35402.0,87327.0,206856.0,5,62111,ONCOLOGY AND HEMATOLOGY PHYSICIAN,CASPER-WY,23,67.65
2015Q4,CERTIFIED-WITHDRAWN,AK,4,4,52000.0,67824.0,104666.0,43451.0,51636.0,64000.0,207,61131,POST DOCTORAL FELLOW,FAIRBANKS-AK,3,75.0
2015Q4,CERTIFIED-WITHDRAWN,AL,13,13,48560.0,90031.0,248000.0,35624.0,72389.0,137238.0,228,54151,DEVELOPMENT/APPLICATION ENGINEER,HUNTSVILLE-AL,10,76.92
2015Q4,CERTIFIED-WITHDRAWN,AR,45,46,22572.0,134589.0,250000.0,18410.0,114536.0,189114.0,270,45291,SENIOR SOFTWARE ENGINEER,BENTONVILLE-AR,3,6.67
2015Q4,CERTIFIED-WITHDRAWN,AZ,122,125,39264.0,97863.0,273000.0,32011.0,70315.0,143978.0,317,54151.0,NEPHROLOGIST,PHOENIX-AZ,77,63.11
2015Q4,CERTIFIED-WITHDRAWN,CA,2978,3025,31000.0,105076.0,457500.0,17306.0,88472.0,234648.0,313,54151.0,SOFTWARE ENGINEER,MOUNTAIN VIEW-CA,2485,83.45
2015Q4,CERTIFIED-WITHDRAWN,CO,143,143,31190.0,83536.0,275000.0,26998.0,70255.0,225035.0,395,61131,RESEARCH ASSOCIATE,DENVER-CO,95,66.43
2015Q4,CERTIFIED-WITHDRAWN,CT,217,219,42000.0,99968.0,550000.0,37794.0,77691.0,204090.0,312,54151,SENIOR .NET DEVELOPER,GLASTONBURY-CT,119,54.84
2015Q4,CERTIFIED-WITHDRAWN,DC,83,83,31200.0,88631.0,375000.0,26998.0,70989.0,160160.0,279,54151.0,JAVA SOFTWARE PROGRAMMER,WASHINGTON-DC,51,61.45
2015Q4,CERTIFIED-WITHDRAWN,DE,37,37,39582.0,62326.0,92560.0,33363.0,56870.0,79622.0,225,54151,PROGRAMMER ANALYST,NEWARK-DE,18,48.65
2015Q4,CERTIFIED-WITHDRAWN,FL,241,263,29994.0,75911.0,300000.0,20114.0,64178.0,225576.0,241,54151,COMPUTER PROGRAMMER,ROCKLEDGE-FL,192,79.67
2015Q4,CERTIFIED-WITHDRAWN,GA,514,541,29890.0,72253.0,245000.0,23450.0,60037.0,170477.0,272,54151,PROGRAMMER ANALYST,ATLANTA-GA,317,61.67
2015Q4,CERTIFIED-WITHDRAWN,HI,27,27,28142.0,60463.0,139056.0,22060.0,48879.0,84718.0,409,5417,INSTRUCTOR,HONOLULU-HI,27,100.0
2015Q4,CERTIFIED-WITHDRAWN,IA,54,54,36800.0,125429.0,330000.0,33870.0,87903.0,210600.0,336,61131,CLINICAL ASSISTANT PROFESSOR,IOWA CITY-IA,48,88.89
2015Q4,CERTIFIED-WITHDRAWN,ID,38,38,27040.0,88408.0,140500.0,17060.0,76631.0,124966.0,144,33441,NVE SSD VALIDATION ENGINEER,BOISE-ID,27,71.05
2015Q4,CERTIFIED-WITHDRAWN,IL,595,644,30500.0,81595.0,300000.0,22990.0,67888.0,195208.0,271,54151.0,PROGRAMMER ANALYST,CHICAGO-IL,332,55.8
2015Q4,CERTIFIED-WITHDRAWN,IN,108,133,35734.0,81588.0,499990.0,27123.0,58648.0,187200.0,510,61131.0,ASSISTANT PROFESSOR,INDIANAPOLIS-IN,94,87.04
2015Q4,CERTIFIED-WITHDRAWN,KS,25,25,40706.0,78191.0,302000.0,26430.0,60001.0,187200.0,301,61131,ASSISTANT PROFESSOR,MANHATTAN-KS,19,76.0
2015Q4,CERTIFIED-WITHDRAWN,KY,85,85,37000.0,66256.0,130000.0,36421.0,60495.0,96346.0,362,54151,PROGRAMMER ANALYST,LOUISVILLE-KY,9,10.59
2015Q4,CERTIFIED-WITHDRAWN,LA,23,23,30330.0,63370.0,95000.0,30330.0,55151.0,77730.0,320,54151,SYSTEMS ENGINEER (15-1199.02),BATON ROUGE-LA,13,56.52
2015Q4,CERTIFIED-WITHDRAWN,MA,488,491,28829.0,84001.0,354000.0,28829.0,69575.0,202904.0,369,54151.0,RESEARCH FELLOW,BOSTON-MA,364,74.59
