quarter,result,fips,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,empcity,samest,ssst
2015Q2,CERTIFIED,23005,131,158,40431.0,70591.0,150000.0,36030.0,62038.0,107203.0,5,54151,SR SOFTWARE ENGINEER,PORTLAND-ME,120,91.6
2015Q2,CERTIFIED,23009,5,5,36670.0,151466.0,550000.0,36670.0,82171.0,235200.0,6,54171,ASSOCIATE RESEARCH SCIENTIST,BAR HARBOR-ME,4,80.0
2015Q2,CERTIFIED,23011,4,4,58011.0,112674.0,195000.0,54766.0,95389.0,129106.0,5,54133,GENERAL DENTIST,AUGUSTA-ME,3,75.0
2015Q2,CERTIFIED,23013,1,1,58323.0,58323.0,58323.0,58323.0,58323.0,58323.0,6,81331,POLICY DATA ANALYST,ROCKPORT-ME,1,100.0
2015Q2,CERTIFIED,23015,1,1,123971.0,123971.0,123971.0,44886.0,44886.0,44886.0,6,54171,SENIOR RESEARCH SCIENTIST,EAST BOOTHBAY HARBOR-ME,1,100.0
2015Q2,CERTIFIED,23019,6,6,41500.0,152461.0,395000.0,40461.0,86155.0,144310.0,5,62211,GASTROENTEROLOGIST,BANGOR-ME,6,100.0
2015Q2,CERTIFIED,23021,1,1,34050.0,34050.0,34050.0,34050.0,34050.0,34050.0,4,61171,ACCOUNTANT,DOVER FOXCROFT-ME,1,100.0
2015Q2,CERTIFIED,23023,1,1,44000.0,44000.0,44000.0,43534.0,43534.0,43534.0,6,72221,GENERAL MANAGER,BATH-ME,1,100.0
2015Q2,CERTIFIED,23029,3,3,59800.0,109933.0,210000.0,41850.0,78423.0,140338.0,5,32212,PRIMARY CARE PHYSICIAN,BAILEYVILLE-ME,3,100.0
2015Q2,CERTIFIED,23031,2,2,60000.0,63100.0,66200.0,55328.0,56212.0,57096.0,6,54151,SERVICE ENGINEER,OLD ORCHARD BEACH-ME,2,100.0
2015Q2,CERTIFIED,24001,8,8,30000.0,64063.0,90000.0,28600.0,53929.0,70387.0,5,62134,PHYSICAL THERAPIST,CUMBERLAND-MD,7,87.5
2015Q2,CERTIFIED,24003,265,269,36296.0,1613507.0,405600000.0,31200.0,72126.0,189342.0,6,54161,SOFTWARE ENGINEER,HANOVER-MD,90,33.96
2015Q2,CERTIFIED,24005,513,565,32000.0,69156.0,350000.0,30867.0,59727.0,208749.0,5,54151,PROGRAMMER ANALYST,BALTIMORE-MD,396,77.19
2015Q2,CERTIFIED,24009,1,1,110000.0,110000.0,110000.0,93538.0,93538.0,93538.0,6,51111,CF & .NET ECOMMERCE DEVELOPER/ANALYST,PRINCE FREDERICK-MD,1,100.0
2015Q2,CERTIFIED,24013,10,10,50211.0,68799.0,92000.0,50211.0,64850.0,91874.0,5,54151,COMPUTER SYSTEMS ANALYST,WESTMINSTER-MD,9,90.0
2015Q2,CERTIFIED,24015,9,9,46500.0,80335.0,120000.0,46488.0,79160.0,113797.0,6,33211,SENIOR APPLIED PHYSICIST,PERRYVILLE-MD,4,44.44
2015Q2,CERTIFIED,24017,5,5,37440.0,92368.0,150000.0,35214.0,75138.0,108389.0,5,44611,PHARMACY MANAGER,WALDORF-MD,5,100.0
2015Q2,CERTIFIED,24019,4,4,180000.0,180000.0,180000.0,143229.0,143229.0,143229.0,5,62111,INTERNAL MEDICINE PHYSICIAN,CAMBRIDGE-MD,4,100.0
2015Q2,CERTIFIED,24021,50,53,35000.0,71730.0,120000.0,33322.0,64223.0,106184.0,5,54151,COMPUTER PROGRAMMER,FREDERICK-MD,41,82.0
2015Q2,CERTIFIED,24025,12,12,33842.0,70211.0,121000.0,30950.0,63359.0,114774.0,6,54151,SENIOR SOFTWARE ENGINEER,ABERDEEN-MD,11,91.67
2015Q2,CERTIFIED,24027,518,719,34175.0,71002.0,330000.0,34174.0,64101.0,208749.0,6,54151,PROGRAMMER ANALYST,COLUMBIA-MD,369,71.24
2015Q2,CERTIFIED,24031,7844,30950,21299.0,69418.0,235000.0,21299.0,62167.0,156603.0,5,54151,DEVELOPER,ROCKVILLE-MD,699,8.91
2015Q2,CERTIFIED,24033,322,418,21299.0,73944.0,265000.0,21299.0,65237.0,189571.0,6,54151,PROGRAMMER ANALYST,GREENBELT-MD,261,81.06
2015Q2,CERTIFIED,24035,1,1,48000.0,48000.0,48000.0,45656.0,45656.0,45656.0,7,61131,WEB DEVELOPER,CHESTERTOWN-MD,1,100.0
2015Q2,CERTIFIED,24037,3,3,61779.0,94722.0,145000.0,43030.0,51804.0,64251.0,6,61111,PEDIATRICIAN,LEONARDTOWN-MD,3,100.0
2015Q2,CERTIFIED,24041,7,7,55412.0,86828.0,253966.0,46197.0,60549.0,112736.0,6,54199,HEALTH ANALYST I,EASTON-MD,6,85.71
2015Q2,CERTIFIED,24043,5,5,57400.0,74046.0,92000.0,48963.0,70217.0,91853.0,6,62121,PRACTICE MANAGER,HAGERSTOWN-MD,4,80.0
2015Q2,CERTIFIED,24045,2,3,40550.0,155275.0,270000.0,40539.0,113869.0,187199.0,6,62211,ACCOUNTING ANALYST,SALISBURY-MD,2,100.0
2015Q2,CERTIFIED,24047,4,4,51500.0,59805.0,65000.0,47840.0,30808294.0,123086080.0,5,23835,COMPUTER SYSTEMS ENGINEER,SALISBURY-MD,4,100.0
2015Q2,CERTIFIED,24510,311,325,33704.0,71745.0,341000.0,26166.0,60572.0,208749.0,6,61131,PROGRAMMER ANALYST,BALTIMORE-MD,254,81.67
2015Q2,CERTIFIED,25001,21,21,33130.0,93482.0,220000.0,33130.0,73646.0,146453.0,5,54171,PHYSICIAN (NEUROLOGIST),HYANNIS-MA,20,95.24
2015Q2,CERTIFIED,25003,14,14,35000.0,57719.0,123900.0,30451.0,51189.0,99070.0,5,54151,PROGRAMMER ANALYST,PITTSFIELD-MA,9,64.29
2015Q2,CERTIFIED,25005,39,40,38251.0,77616.0,180000.0,38251.0,66005.0,145621.0,5,33451,ELECTRICAL DESIGN ENGINEER,ATTLEBORO-MA,38,97.44
2015Q2,CERTIFIED,25007,2,2,41787.0,62394.0,83000.0,41787.0,61724.0,81661.0,6,52211,PROJECT ENGINEER,EDGARTOWN-MA,1,50.0
2015Q2,CERTIFIED,25009,203,204,32160.0,87669.0,240000.0,32011.0,75989.0,175448.0,6,54151,SOFTWARE ENGINEER,ANDOVER-MA,165,81.28
2015Q2,CERTIFIED,25011,2,2,55650.0,58016.0,60382.0,47460.0,53921.0,60382.0,6,54151,LANGUAGE TEACHER,SUNDERLAND-MA,2,100.0
2015Q2,CERTIFIED,25013,42,42,35000.0,82987.0,209998.0,30306.0,59646.0,121555.0,5,52411,RESIDENT,SPRINGFIELD-MA,34,80.95
2015Q2,CERTIFIED,25015,20,20,36835.0,57436.0,145600.0,22530.0,48941.0,126422.0,6,61131,ASSISTANT CHINESE IMMERSION TEACHER,AMHERST-MA,17,85.0
2015Q2,CERTIFIED,25017,3019,3579,27100.0,84287.0,300000.0,22360.0,72453.0,215509.0,6,54151,SOFTWARE ENGINEER,CAMBRIDGE-MA,2122,70.29
2015Q2,CERTIFIED,25019,3,3,45282.0,64799.0,95910.0,45282.0,63322.0,91478.0,6,53139,CHIEF FINANCIAL OFFICER,NANTUCKET-MA,3,100.0
2015Q2,CERTIFIED,25021,961,1284,29640.0,80789.0,254000.0,18740.0,70346.0,205379.0,6,54151,PROGRAMMER ANALYST,NATICK-MA,808,84.08
2015Q2,CERTIFIED,25023,66,66,32500.0,86000.0,230000.0,24544.0,70895.0,202758.0,6,54151,COMPUTER PROGRAMMER,BRIDGEWATER-MA,45,68.18
2015Q2,CERTIFIED,25025,1983,2595,21600.0,94883.0,442000.0,20426.0,76098.0,251000.0,6,54151,SOFTWARE DEVELOPER,BOSTON-MA,1104,55.67
2015Q2,CERTIFIED,25027,1120,2345,31720.0,73939.0,325000.0,25771.0,65523.0,169957.0,5,54151,PROGRAMMER ANALYST,WESTBOROUGH-MA,867,77.41
2015Q2,CERTIFIED,26005,14,14,32000.0,75164.0,122000.0,30181.0,60167.0,111155.0,5,32541,SAP BUSINESS ANALYST,ALLEGAN-MI,14,100.0
2015Q2,CERTIFIED,26015,3,3,40000.0,55235.0,63706.0,30950.0,46980.0,57824.0,5,33911,INDUSTRIAL/PROCESS ENGINEER,CALEDONIA-MI,3,100.0
2015Q2,CERTIFIED,26017,6,6,44000.0,105839.0,230000.0,44000.0,91094.0,158995.0,6,61131,ASSISTANT PROFESSOR OF ELECTRICAL ENGINEERING,UNIVERSITY CENTER-MI,6,100.0
2015Q2,CERTIFIED,26021,57,57,47570.0,80640.0,123600.0,26915.0,67329.0,122450.0,5,33522,SENIOR ENGINEER,BENTON HARBOR-MI,52,91.23
2015Q2,CERTIFIED,26023,1,1,108160.0,108160.0,108160.0,96595.0,96595.0,96595.0,7,44611,PHARMACY MANAGER (PHARMACIST-IN-CHARGE),COLDWATER-MI,1,100.0
2015Q2,CERTIFIED,26025,23,23,35766.0,65911.0,97800.0,30555.0,54687.0,68973.0,6,31123,ASSOCIATE PRODUCT DEVELOPMENT SCIENTIST,BATTLE CREEK-MI,21,91.3
2015Q2,CERTIFIED,26027,1,1,60793.0,60793.0,60793.0,49650.0,49650.0,49650.0,6,33241,PRODUCTION ENGINEER,THREE RIVERS-MI,1,100.0
2015Q2,CERTIFIED,26033,3,3,200000.0,281333.0,444000.0,143936.0,143954.0,143963.0,5,62211,PHYSICIAN OF INTERNAL MEDICINE,SAULT STE. MARIE-MI,3,100.0
2015Q2,CERTIFIED,26037,10,24,40800.0,59659.0,100000.0,39749.0,51794.0,79581.0,5,54151,SYSTEMS ANALYST,LANSING-MI,9,90.0
2015Q2,CERTIFIED,26043,1,1,68000.0,68000.0,68000.0,39458.0,39458.0,39458.0,7,22112,PROTECTION & CONTROL ENGINEER,IRON MOUNTAIN-MI,1,100.0
2015Q2,CERTIFIED,26045,2,2,63000.0,66500.0,70000.0,55744.0,56316.0,56888.0,6,54151,SEQUENTIAL / STATISTICAL ENGINEER,LANSING-MI,2,100.0
2015Q2,CERTIFIED,26049,12,12,31200.0,100155.0,300000.0,25480.0,68510.0,187200.0,6,44611,INTERNAL MEDICINE PHYSICIAN,FLINT-MI,12,100.0
2015Q2,CERTIFIED,26053,1,1,68640.0,68640.0,68640.0,65437.0,65437.0,65437.0,6,62111,PHYSICAL THERAPIST,IRONWOOD-MI,1,100.0
2015Q2,CERTIFIED,26055,3,3,65000.0,72041.0,75562.0,62046.0,64764.0,66123.0,6,33281,MANUFACTURING ENGINEER,TRAVERSE CITY-MI,3,100.0
2015Q2,CERTIFIED,26057,2,2,90000.0,119029.0,148058.0,77626.0,86872.0,96117.0,8,62111,NURSE PRACTITIONER,ALMA-MI,2,100.0
2015Q2,CERTIFIED,26059,1,1,123000.0,123000.0,123000.0,96595.0,96595.0,96595.0,6,44611,PHARMACIST,HILLSDALE-MI,1,100.0
2015Q2,CERTIFIED,26061,7,7,39040.0,60353.0,74058.0,33460.0,56739.0,69240.0,6,61131,ASSISTANT PROFESSOR,HOUGHTON-MI,7,100.0
2015Q2,CERTIFIED,26063,8,8,51000.0,68249.0,104000.0,38979.0,58661.0,92206.0,7,62134,PHYSICAL THERAPIST,BAD AXE-MI,8,100.0
2015Q2,CERTIFIED,26065,225,229,26000.0,65925.0,300000.0,25709.0,52374.0,139526.0,5,54151,PROGRAMMER ANALYST,EAST LANSING-MI,110,48.89
2015Q2,CERTIFIED,26069,1,1,185000.0,185000.0,185000.0,45552.0,45552.0,45552.0,4,62211,PHYSICIAN (INTERNAL MEDICINE),TAWAS CITY-MI,1,100.0
2015Q2,CERTIFIED,26073,7,7,30160.0,65787.0,138000.0,26125.0,46789.0,63710.0,7,61131,DEVELOPMENT ENGINEER,MOUNT PLEASANT-MI,7,100.0
2015Q2,CERTIFIED,26075,17,19,42000.0,76405.0,129600.0,41246.0,67955.0,107640.0,6,54133,PHYSICAL THERAPIST,JACKSON-MI,15,88.24
2015Q2,CERTIFIED,26077,28,29,35360.0,76181.0,142000.0,33966.0,64283.0,95950.0,6,33911,PROJECT SCHEDULER,PORTAGE-MI,23,82.14
2015Q2,CERTIFIED,26081,168,168,32000.0,69231.0,450000.0,25438.0,57548.0,249434.0,5,54151,COMPUTER PROGRAMMER,GRAND RAPIDS-MI,133,79.17
2015Q2,CERTIFIED,26087,2,2,60000.0,63246.0,66491.0,53664.0,58323.0,62982.0,5,33341,INTERNATIONAL SALES & SERVICE MANAGER,ALMONT-MI,2,100.0
2015Q2,CERTIFIED,26089,1,1,50000.0,50000.0,50000.0,41122.0,41122.0,41122.0,6,44511,BUSINESS DEVELOPMENT MANAGER,LAKE LEELANAU-MI,1,100.0
2015Q2,CERTIFIED,26091,36,40,36430.0,68538.0,130453.0,36430.0,63345.0,110906.0,6,54151,SYSTEMS ANALYST,SALINE-MI,16,44.44
2015Q2,CERTIFIED,26093,7,7,39146.0,63727.0,81762.0,39146.0,57943.0,71739.0,5,54149,RF ENGINEER I,HOWELL-MI,7,100.0
2015Q2,CERTIFIED,26099,347,514,31554.0,69402.0,135200.0,29786.0,63490.0,108909.0,6,54151,PROGRAMMER ANALYST,TROY-MI,229,65.99
2015Q2,CERTIFIED,26105,1,1,45000.0,45000.0,45000.0,40934.0,40934.0,40934.0,6,71151,ART DIRECTOR,SCOTTVILLE-MI,1,100.0
2015Q2,CERTIFIED,26111,35,35,42000.0,108287.0,220000.0,41704.0,84556.0,205691.0,5,54171,SENIOR ENGINEER,MIDLAND-MI,17,48.57
2015Q2,CERTIFIED,26113,5,7,51100.0,156220.0,182500.0,51043.0,142763.0,168459.0,6,62111,PHYSICIAN NEPHROLOGIST,CADILLAC-MI,5,100.0
2015Q2,CERTIFIED,26115,4,4,70325.0,90581.0,125000.0,56493.0,80352.0,113360.0,6,33634,"ANALYST, LEAD BUSINESS SYSTEMS",MONROE-MI,3,75.0
2015Q2,CERTIFIED,26117,2,3,43670.0,60491.0,77312.0,42940.0,53814.0,64688.0,6,61111,"FOOD CHEMIST, R&D",GREENVILLE-MI,2,100.0
2015Q2,CERTIFIED,26121,2,2,47798.0,69659.0,91520.0,47798.0,58386.0,68973.0,6,62134,SENIOR PHYSICAL THERAPIST,MUSKEGON-MI,2,100.0
2015Q2,CERTIFIED,26123,3,3,70000.0,105018.0,122527.0,57720.0,62421.0,64771.0,4,31199,PRINCIPAL ENGINEER - THERMAL PROCESSING,FREMONT-MI,3,100.0
2015Q2,CERTIFIED,26125,5981,16408,26000.0,69025.0,380000.0,21382.0,63328.0,184558.0,6,54151,PROGRAMMER ANALYST,TROY-MI,3526,58.95
2015Q2,CERTIFIED,26127,1,1,86882.0,86882.0,86882.0,73653.0,73653.0,73653.0,4,62211,PHYSICAL THERAPIST,FREMONT-MI,1,100.0
2015Q2,CERTIFIED,26139,7,7,60000.0,71869.0,85000.0,29640.0,59479.0,77002.0,5,61131,ELECTRICAL DESIGN ENGINEER,HOLLAND-MI,6,85.71
2015Q2,CERTIFIED,26141,2,2,54500.0,54500.0,54500.0,51459.0,51459.0,51459.0,4,33324,SALES ENGINEER/PROJECT MANAGER,ALPENA-MI,2,100.0
2015Q2,CERTIFIED,26143,2,2,50170.0,64085.0,78000.0,50170.0,62514.0,74859.0,5,62151,FACILITY ADMINISTRATOR,GLADWIN-MI,2,100.0
2015Q2,CERTIFIED,26145,46,46,29120.0,120318.0,350000.0,23462.0,83690.0,184995.0,5,33610,FAMILY MEDICINE PHYSICIAN,SAGINAW-MI,43,93.48
2015Q2,CERTIFIED,26147,11,11,58781.0,99004.0,176000.0,55182.0,89956.0,151341.0,6,62111,PHYSICIAN - PEDIATRICIAN,PORT HURON-MI,11,100.0
2015Q2,CERTIFIED,26149,1,1,151787.0,151787.0,151787.0,84510.0,84510.0,84510.0,4,62211,FAMILY PRACTICE PHYSICIAN,STURGIS-MI,1,100.0
2015Q2,CERTIFIED,26153,1,1,37211.0,37211.0,37211.0,37211.0,37211.0,37211.0,4,33451,SOFTWARE ENGINEER,MANISTIQUE-MI,1,100.0
2015Q2,CERTIFIED,26155,1,1,52450.0,52450.0,52450.0,43264.0,43264.0,43264.0,6,54151,COMPUTER PROGRAMMER/ANALYST,HASLETT-MI,1,100.0
2015Q2,CERTIFIED,26157,4,4,66200.0,103800.0,150000.0,53165.0,84016.0,99195.0,6,44611,PHARMACIST,CARO-MI,4,100.0
2015Q2,CERTIFIED,26159,9,9,37523.0,61704.0,71100.0,37523.0,56516.0,69139.0,5,4431,PROJECT ENGINEER,BANGOR-MI,7,77.78
2015Q2,CERTIFIED,26161,565,648,33322.0,66971.0,325990.0,28163.0,59074.0,242944.0,5,54151,PROGRAMMER ANALYST,ANN ARBOR-MI,296,52.39
2015Q2,CERTIFIED,26163,1524,1896,37200.0,71777.0,400000.0,28184.0,65564.0,169603.0,5,54151,PROGRAMMER ANALYST,LIVONIA-MI,1105,72.51
2015Q2,CERTIFIED,27003,71,90,44179.0,77688.0,121800.0,38180.0,68122.0,111400.0,5,33451,COMPUTER PROGRAMMER,MINNEAPOLIS-MN,45,63.38
2015Q2,CERTIFIED,27005,1,1,40830.0,40830.0,40830.0,40830.0,40830.0,40830.0,6,3359,"INTERNATIONAL BUS DEVELOPMENT, CUSTOMER SERVICE SPECIALIST",DETROIT LAKES-MN,1,100.0
2015Q2,CERTIFIED,27009,2,2,125000.0,125750.0,126500.0,119704.0,119704.0,119704.0,6,54151,DATA SCIENTIST,SARTELL-MN,2,100.0
2015Q2,CERTIFIED,27013,2,2,52780.0,56550.0,60320.0,46384.0,49078.0,51771.0,6,51711,INDUSTRIAL ENGINEER,NEW ULM-MN,2,100.0
2015Q2,CERTIFIED,27017,1,1,38480.0,38480.0,38480.0,34965.0,34965.0,34965.0,6,31599,CUTTING MANAGER,CLOQUET-MN,1,100.0
2015Q2,CERTIFIED,27019,18,116,27643.0,67654.0,117000.0,27643.0,64442.0,110926.0,5,71394,TENNIS PROGRAM DEVELOPMENT COORDINATOR/ATHLETIC TRAINER,CHANHASSEN-MN,9,50.0
2015Q2,CERTIFIED,27021,3,3,52437.0,66832.0,74030.0,52437.0,57914.0,61110.0,5,62211,IT DATA ANALYST,STAPLES-MN,2,66.67
2015Q2,CERTIFIED,27025,2,2,70000.0,70000.0,70000.0,59946.0,59946.0,59946.0,6,33231,MECHANICAL ENGINEER,CAMBRIDGE-MN,2,100.0
2015Q2,CERTIFIED,27027,1,1,72000.0,72000.0,72000.0,66976.0,66976.0,66976.0,6,5417,CLINICAL OPERATIONS & MEDICAL AFFAIRS MANAGER,DILWORTH-MN,1,100.0
2015Q2,CERTIFIED,27035,2,2,45000.0,139750.0,234500.0,42474.0,114836.0,187199.0,6,62211,INSTRUCTIONAL COORDINATOR,BRAINERD-MN,2,100.0
2015Q2,CERTIFIED,27037,156,165,34819.0,74173.0,175000.0,32635.0,69436.0,156125.0,6,54151,SOFTWARE ENGINEER,EAGAN-MN,102,65.38
2015Q2,CERTIFIED,27039,1,1,89666.0,89666.0,89666.0,76232.0,76232.0,76232.0,6,33621,PRINCIPAL ENGINEER-CONTROLS,DODGE CENTER-MN,1,100.0
2015Q2,CERTIFIED,27047,2,2,42742.0,57428.0,72114.0,41203.0,56658.0,72114.0,7,61111,QUALITY AND PROCESS CONTROL STAFF ENGINEER,AUSTIN-MN,2,100.0
2015Q2,CERTIFIED,27049,1,1,65416.0,65416.0,65416.0,65416.0,65416.0,65416.0,6,23899,COMPUTER PROGRAMMER ANALYST,WANAMINGO-MN,1,100.0
2015Q2,CERTIFIED,27053,845,1279,23030.0,78922.0,372500.0,22339.0,70272.0,297616.0,6,54151,CONTRACTOR,MINNEAPOLIS-MN,598,70.77
2015Q2,CERTIFIED,27059,1,1,160000.0,160000.0,160000.0,111654.0,111654.0,111654.0,9,3121,DIRECTOR OF INTERNATIONAL SALES & MARKETING,PRINCETON-MN,1,100.0
2015Q2,CERTIFIED,27067,3,3,41538.0,60513.0,70000.0,41538.0,53935.0,60133.0,6,33329,CONTROLS ENGINEER,WILLMAR-MN,3,100.0
2015Q2,CERTIFIED,27075,1,1,72163.0,72163.0,72163.0,67974.0,67974.0,67974.0,7,54171,SENIOR SCIENTIST,TWO HARBORS-MN,1,100.0
2015Q2,CERTIFIED,27079,8,8,47965.0,60772.0,86000.0,41060.0,53043.0,64064.0,6,3115,ASSISTANT PROFESSOR OF SPANISH,LE SUEUR-MN,8,100.0
2015Q2,CERTIFIED,27097,1,1,180000.0,180000.0,180000.0,179338.0,179338.0,179338.0,4,62149,PHYSICIAN - FAMILY MEDICINE,ONAMIA-MN,1,100.0
2015Q2,CERTIFIED,27103,6,6,52832.0,67533.0,76256.0,52832.0,67533.0,76256.0,5,61131,ASSOCIATE PROFESSOR OF MATHEMATICS,MANKATO-MN,6,100.0
2015Q2,CERTIFIED,27105,1,1,38022.0,38022.0,38022.0,38022.0,38022.0,38022.0,4,11212,DAIRY HERD MANAGER,WORTHINGTON-MN,1,100.0
2015Q2,CERTIFIED,27109,127,199,36598.0,100646.0,393500.0,31658.0,66847.0,166088.0,7,61131,CLINICAL RESIDENT,ROCHESTER-MN,109,85.83
2015Q2,CERTIFIED,27111,1,1,345000.0,345000.0,345000.0,225430.0,225430.0,225430.0,7,62111,ONCOLOGIST,FERGUS FALLS-MN,1,100.0
2015Q2,CERTIFIED,27113,1,1,153046.0,153046.0,153046.0,106059.0,106059.0,106059.0,6,42362,"VICE PRESIDENT, SEMICONDUCTOR",THIEF RIVER FALLS-MN,1,100.0
2015Q2,CERTIFIED,27119,2,2,57637.0,143818.0,230000.0,57637.0,91083.0,124530.0,5,62111,CLINICAL UNIT MANAGEMENT COORDINATOR,CROOKSTON-MN,2,100.0
2015Q2,CERTIFIED,27121,2,2,57200.0,73600.0,90000.0,45323.0,58739.0,72155.0,6,33451,ASSOCIATE SCIENTIST,ALEXANDRIA-MN,2,100.0
2015Q2,CERTIFIED,27123,159,201,33500.0,81198.0,276151.0,26832.0,73586.0,220600.0,5,54151,SOFTWARE ENGINEER,ST. PAUL-MN,70,44.03
2015Q2,CERTIFIED,27127,2,2,41912.0,49652.0,57392.0,41538.0,49465.0,57392.0,6,61131,ASSISTANT PROFESSOR OF MATHEMATICS,MARSHALL-MN,2,100.0
2015Q2,CERTIFIED,27129,1,1,75798.0,75798.0,75798.0,60133.0,60133.0,60133.0,6,33411,ELECTRICAL DEVELOPMENT ENGINEER,HUTCHINSON-MN,1,100.0
2015Q2,CERTIFIED,27131,3,3,60524.0,65752.0,72750.0,40050.0,54103.0,63713.0,6,61131,ASSISTANT PROFESSOR OF CHEMISTRY,NORTHFIELD-MN,3,100.0
2015Q2,CERTIFIED,27137,15,15,48256.0,224279.0,800000.0,36795.0,59666.0,115274.0,5,62211,PHYSICAL MEDICINE AND REHABILITATION PHYSICIAN,DULUTH-MN,15,100.0
2015Q2,CERTIFIED,27139,16,17,50500.0,78638.0,115000.0,44491.0,66508.0,113152.0,6,54151,COMPUTER SYSTEMS ANALYST,BURNSVILLE-MN,13,81.25
2015Q2,CERTIFIED,27145,7,11,54200.0,153258.0,385000.0,36533.0,101114.0,246090.0,6,62111,PROJECT ENGINEER,ST. CLOUD-MN,5,71.43
2015Q2,CERTIFIED,27149,31,31,43228.0,51858.0,71000.0,38022.0,45600.0,58947.0,5,11212,ANIMAL SCIENTIST,MORRIS-MN,19,61.29
2015Q2,CERTIFIED,27151,1,1,228000.0,228000.0,228000.0,156000.0,156000.0,156000.0,6,62211,FAMILY MEDICINE PHYSICIAN,APPLETON-MN,1,100.0
2015Q2,CERTIFIED,27163,13,17,30890.0,78026.0,169555.0,23820.0,67544.0,139110.0,6,32552,CONSULTANT,VADNAIS HEIGHTS-MN,11,84.62
2015Q2,CERTIFIED,27167,1,1,95000.0,95000.0,95000.0,68182.0,68182.0,68182.0,6,5415,SENIOR SOFTWARE DEVELOPER,BARNESVILLE-MN,1,100.0
2015Q2,CERTIFIED,27169,6,6,53100.0,84522.0,137500.0,53100.0,77821.0,106232.0,7,61131,PROJECT MANAGEMENT ENGINEER,WINONA-MN,6,100.0
2015Q2,CERTIFIED,27171,3,3,96533.0,105713.0,116480.0,88254.0,100381.0,116355.0,5,44611,PHARMACY MANAGER,SAINT MICHAEL-MN,3,100.0
2015Q2,CERTIFIED,28003,1,1,58500.0,58500.0,58500.0,54662.0,54662.0,54662.0,6,33421,SYSTEMS ANALYST,CORINTH-MS,1,100.0
2015Q2,CERTIFIED,28011,3,3,53331.0,63107.0,67995.0,22755.0,30340.0,34133.0,6,61131,ASSISTANT PROFESSOR OF SOCIAL JUSTICE & CRIMINOLOGY,CLEVELAND-MS,3,100.0
2015Q2,CERTIFIED,28015,1,1,42517.0,42517.0,42517.0,42517.0,42517.0,42517.0,6,61111,SPECIAL EDUCATION TEACHER,GREENWOOD-MS,1,100.0
2015Q2,CERTIFIED,28027,9,9,33760.0,158966.0,225000.0,33760.0,93749.0,163134.0,6,62111,INFECTIOUS DISEASE PHYSICIAN,CLARKSDALE-MS,9,100.0
2015Q2,CERTIFIED,28033,1,1,51896.0,51896.0,51896.0,51896.0,51896.0,51896.0,7,72111,FINANCIAL MANAGER,HORN LAKE-MS,1,100.0
2015Q2,CERTIFIED,28035,3,3,64000.0,69000.0,77000.0,31310.0,48850.0,61683.0,6,61131,ASSISTANT PROFESSOR,HATTIESBURG-MS,3,100.0
2015Q2,CERTIFIED,28045,2,4,30389.0,30389.0,30389.0,30389.0,30389.0,30389.0,6,72251,MARKET RESEARCH ANALYST,DIAMNONDHEAD-MS,2,100.0
2015Q2,CERTIFIED,28047,4,4,36878.0,134470.0,364000.0,36878.0,91507.0,206200.0,7,23622,BIM COORDINATOR,BILOXI-MS,4,100.0
2015Q2,CERTIFIED,28049,30,30,24500.0,72785.0,249600.0,22194.0,61549.0,164154.0,6,61131,PROJECT ENGINEER,JACKSON-MS,25,83.33
2015Q2,CERTIFIED,28051,3,3,36687.0,40574.0,42517.0,36687.0,40574.0,42517.0,5,61111,SECONDARY SCHOOL TEACHER,LEXINGTON-MS,3,100.0
2015Q2,CERTIFIED,28067,16,16,33571.0,212525.0,624000.0,33571.0,167422.0,324694.0,6,62111,VASCULAR SURGEON,HATTIESBURG-MS,16,100.0
2015Q2,CERTIFIED,28069,1,1,65000.0,65000.0,65000.0,32573.0,32573.0,32573.0,4,2121,MINING ENGINEER,DE KALB-MS,1,100.0
2015Q2,CERTIFIED,28071,9,9,38023.0,61098.0,127624.0,27350.0,41166.0,51070.0,7,61131,POSTDOCTORAL RESEARCH ASSOCIATE,UNIVERSITY-MS,9,100.0
2015Q2,CERTIFIED,28073,4,4,25350.0,95088.0,190000.0,25350.0,76267.0,187199.0,5,54151,BUSINESS/SYSTEMS ANALYST,HATTIESBURG-MS,4,100.0
2015Q2,CERTIFIED,28075,4,4,40000.0,101778.0,185000.0,32620.0,43348.0,53102.0,6,62111,HIGH SCHOOL MATHEMATICS TEACHER,MERIDIAN-MS,4,100.0
2015Q2,CERTIFIED,28081,2,2,72207.0,151604.0,231001.0,53102.0,57824.0,62546.0,6,62211,INTERNATIONAL APPLICATIONS ENGINEER,TUPELO-MS,2,100.0
2015Q2,CERTIFIED,28085,1,1,38387.0,38387.0,38387.0,38387.0,38387.0,38387.0,6,61111,SECONDARY SCHOOL TEACHER,HAZLEHURST-MS,1,100.0
2015Q2,CERTIFIED,28087,2,2,56607.0,153304.0,250000.0,51230.0,87963.0,124696.0,5,21111,"MANAGER, U.S. OPERATIONS",COLUMBUS-MS,2,100.0
2015Q2,CERTIFIED,28089,7,7,37107.0,48650.0,55000.0,37107.0,45733.0,53789.0,5,54121,ASSOCIATE ACCOUNTANT,RIDGELAND-MS,4,57.14
