quarter,result,state,app_count,worker_count,min_yr_sal,avg_yr_sal,max_yr_sal,min_pw,avg_pw,max_pw,avg_decdur,naics5,job,workcity,samest,ssst
2015Q3,DENIED,AK,7,7,18000.0,41091.0,59384.0,20883.0,40550.0,59384.0,6,54171.0,SAFETY STAFF MANAGER,JUNEAU-AK,4,57.14
2015Q3,DENIED,AL,17,19,37440.0,112098.0,293600.0,31660.0,95914.0,214365.0,4,54151.0,PSYCHIATRIST,AUBURN-AL,13,76.47
2015Q3,DENIED,AR,9,9,31200.0,81808.0,237000.0,27747.0,71556.0,185557.0,6,5416.0,PROCESS ENGINEER AND SME EXPERT,BENTONVILLE-AR,5,55.56
2015Q3,DENIED,AZ,49,54,0.0,77756.0,210000.0,0.0,17079812.0,208488800.0,5,54151.0,ENDOCRINOLOGIST,PHOENIX-AZ,40,81.63
2015Q3,DENIED,CA,503,633,2000.0,218964.0,67625085.0,2000.0,770053.0,187636800.0,5,54151.0,PROGRAMMER ANALYST,SAN FRANCISCO-CA,431,85.69
2015Q3,DENIED,CO,57,59,19864.0,65342.0,280000.0,19198.0,60709.0,225035.0,6,62161.0,CARE WORKER,DENVER-CO,39,68.42
2015Q3,DENIED,CT,28,64,14250.0,70150.0,150000.0,15000.0,69823.0,161512.0,5,54151.0,PHYSICAL THERAPIST,STAMFORD-CT,19,67.86
2015Q3,DENIED,DC,33,39,27040.0,78125.0,160000.0,27040.0,70022.0,142667.0,6,54151.0,COMPUTER SYSTEMS ANALYST,WASHINGTON-DC,18,54.55
2015Q3,DENIED,DE,7,7,25262.0,67431.0,123739.0,23483.0,62435.0,117487.0,5,62211.0,PROGRAMMER ANALYST,NEWARK-DE,5,71.43
2015Q3,DENIED,FL,125,194,18949.0,66252.0,440000.0,16640.0,59447.0,252637.0,5,54151.0,PROGRAMMER ANALYST,MIAMI-FL,111,88.8
2015Q3,DENIED,GA,79,115,26000.0,69255.0,180000.0,24960.0,63975.0,150000.0,5,54151.0,PROGRAMMER ANALYST,ATLANTA-GA,59,74.68
2015Q3,DENIED,GU,1,1,120000.0,120000.0,120000.0,121014.0,121014.0,121014.0,1,62111,STAFF PHYSICIAN-PODIATRY,DEDEDO-GU,1,100.0
2015Q3,DENIED,HI,13,17,29744.0,62704.0,208000.0,22060.0,58257.0,206906.0,5,23822.0,BIM COORDINATOR,HONOLULU-HI,12,92.31
2015Q3,DENIED,IA,19,20,16765.0,117137.0,520000.0,16765.0,93563.0,187199.0,6,54151,FAMILY PRACTICE PHYSICIAN,IOWA CITY-IA,11,57.89
2015Q3,DENIED,ID,6,6,60000.0,96681.0,262000.0,61069.0,99710.0,236213.0,5,54151,LEAD IOS DEVELOPER,BOISE-ID,4,66.67
2015Q3,DENIED,IL,124,147,23400.0,74473.0,270000.0,19344.0,2057140.0,137883200.0,5,54151.0,PROGRAMMER ANALYST,CHICAGO-IL,107,86.29
2015Q3,DENIED,IN,23,23,38480.0,125300.0,275000.0,33500.0,114476.0,243235.0,5,62111.0,HOSPITALIST,INDIANAPOLIS-IN,16,69.57
2015Q3,DENIED,KS,6,30,43750.0,69837.0,116602.0,43784.0,61641.0,108909.0,6,33461.0,SOFTWARE QUALITY ANALYST TESTER,LEAWOOD-KS,5,83.33
2015Q3,DENIED,KY,16,16,35000.0,125487.0,304831.0,24107.0,140098.0,537144.0,6,54151.0,ADULT OUTPATIENT PSYCHIATRIST,LOUISVILLE-KY,14,87.5
2015Q3,DENIED,LA,25,28,29420.0,80955.0,271274.0,39104.0,69245.0,206211.0,6,61111.0,SECONDARY TEACHER,BATON ROUGE-LA,20,80.0
2015Q3,DENIED,MA,96,152,26000.0,80606.0,260000.0,0.0,71350.0,187199.0,5,54151.0,COMPUTER SYSTEMS ANALYST,BOSTON-MA,78,81.25
2015Q3,DENIED,MD,57,87,15080.0,66769.0,175000.0,20800.0,2299689.0,118759680.0,6,54151.0,PROGRAMMER ANALYST,BALTIMORE-MD,34,59.65
2015Q3,DENIED,ME,2,2,43422.0,64211.0,85000.0,44845.0,63544.0,82243.0,8,2123,QUARRY PRODUCTION MANAGER,JAY-ME,1,50.0
2015Q3,DENIED,MI,59,86,36000.0,75554.0,315000.0,32000.0,67707.0,204173.0,6,54133.0,MECHANIAL ENGINEER,AUBURN HILLS-MI,51,86.44
2015Q3,DENIED,MN,33,49,20800.0,76062.0,230000.0,18720.0,70233.0,213118.0,5,54151.0,ACCOUNTANT,MINNEAPOLIS-MN,24,72.73
2015Q3,DENIED,MO,16,18,18720.0,59567.0,105000.0,15912.0,65687.0,169582.0,5,54151.0,IT INFRASTRUCTURE ADMINISTRATOR,ST. LOUIS-MO,11,68.75
2015Q3,DENIED,MS,12,12,30000.0,56688.0,115000.0,23587.0,48121.0,90709.0,5,61131.0,RESIDENT,MISSISSIPPI STATE-MS,12,100.0
2015Q3,DENIED,MT,6,20,16340.0,152551.0,583003.0,16340.0,140590.0,575000.0,5,6111.0,HIGH-PERFORMANCE COMPUTING APPLICATION SCIENTIST,HELENA-MT,4,66.67
2015Q3,DENIED,NC,47,50,22880.0,71666.0,206100.0,23504.0,67597.0,187200.0,5,54151.0,PROGRAMMER ANALYST,CHARLOTTE-NC,29,61.7
2015Q3,DENIED,ND,8,9,46000.0,86668.0,240000.0,27270.0,66901.0,139548.0,4,61131.0,INSTRUCTOR/ASSISTANT TRAINER,FARGO-ND,8,100.0
2015Q3,DENIED,NE,7,7,38000.0,64196.0,90000.0,18720.0,19324346.0,134983680.0,5,61131.0,COMPUTER SPECIALIST/SYSTEM SUPPORT AND DEVELOPMENT ADMIN 2,OMAHA-NE,4,57.14
2015Q3,DENIED,NH,13,13,60000.0,86196.0,183100.0,60986.0,84900.0,187200.0,6,54151,PROGRAMMER ANALYST,PORTSMOUTH-NH,11,84.62
2015Q3,DENIED,NJ,94,131,21700.0,83935.0,213710.0,21680.0,73823.0,187200.0,6,54151.0,PROGRAMMER ANALYST,JERSEY CITY-NJ,69,73.4
2015Q3,DENIED,NM,8,8,20800.0,45937.0,130000.0,20800.0,43490.0,111400.0,5,33211.0,COMMUNITY HEALTH NAVIGATOR,SANTA TERESA-NM,8,100.0
2015Q3,DENIED,NV,9,9,41000.0,121560.0,520000.0,31304.0,52138.0,86674.0,6,53111,GENERAL AND OPERATIONS MANAGER,LAS VEGAS-NV,7,77.78
2015Q3,DENIED,NY,327,450,16640.0,75870.0,624000.0,18200.0,1726386.0,161894720.0,6,54151.0,BUSINESS ANALYST,NEW YORK-NY,273,83.49
2015Q3,DENIED,OH,53,68,34100.0,86072.0,350000.0,32739.0,2971585.0,153976160.0,5,54151.0,PROGRAMMER ANALYST,CLEVELAND-OH,40,75.47
2015Q3,DENIED,OK,8,8,28870.0,68297.0,187200.0,36109.0,70517.0,187200.0,6,62134.0,PHYSICAL THERAPIST,CHOCTAW-OK,8,100.0
2015Q3,DENIED,OR,25,25,29120.0,60108.0,237478.0,32573.0,57856.0,187200.0,5,1517.0,PLASTERER,PORTLAND-OR,23,92.0
2015Q3,DENIED,PA,74,208,35360.0,81597.0,516000.0,33322.0,105892.0,2466880.0,6,54151.0,PROGRAMMER ANALYST,PHILADELPHIA-PA,51,68.92
2015Q3,DENIED,PR,8,8,30000.0,71802.0,127287.0,30000.0,57115.0,93829.0,7,54151,SR. SOFTWARE SUPPORT ENGINEER,SAN JUAN-PR,6,75.0
2015Q3,DENIED,RI,7,7,20800.0,72642.0,180000.0,15080.0,46788.0,85758.0,6,62211,PHYSICIAN (VASCULAR NEUROLOGY),PAWTUCKET-RI,5,71.43
2015Q3,DENIED,SC,22,26,35090.0,93848.0,400000.0,35090.0,3665966.0,79123200.0,6,54151.0,BUSINESS MANAGEMENT ANALYST,AIKEN-SC,14,63.64
2015Q3,DENIED,SD,1,1,36899.0,36899.0,36899.0,32370.0,32370.0,32370.0,5,6111,SPANISH LANGUAGE IMMERSION CLASSROOM TEACHER,SIOUX FALLS-SD,1,100.0
2015Q3,DENIED,TN,26,26,18000.0,82382.0,400000.0,18000.0,71267.0,325119.0,5,61131.0,CLINICAL FELLOW,MEMPHIS-TN,21,80.77
2015Q3,DENIED,TX,230,287,19000.0,452168.0,85932080.0,16840.0,67893.0,183819.0,5,54151.0,PROGRAMMER ANALYST,HOUSTON-TX,181,78.7
2015Q3,DENIED,UT,19,19,31200.0,73393.0,211307.0,31200.0,68159.0,211307.0,5,52311.0,BUSINESS DEVELOPMENT MANAGER,SALT LAKE CITY-UT,13,68.42
2015Q3,DENIED,VA,69,83,33000.0,77794.0,384000.0,28267.0,73001.0,384276.0,6,54151.0,PROGRAMMER ANALYST,HERNDON-VA,49,71.01
2015Q3,DENIED,VT,2,2,75026.0,75462.0,75899.0,61152.0,65021.0,68890.0,7,61131,VISITING FACULTY MEMBER IN ART HISTORY,MIDDLEBURY-VT,2,100.0
2015Q3,DENIED,WA,61,77,22880.0,82380.0,170900.0,23442.0,74386.0,158995.0,5,54151.0,RETAIL SALES ASSOCIATE,SEATTLE-WA,40,65.57
2015Q3,DENIED,WI,21,25,23400.0,90993.0,350000.0,15600.0,64001.0,164216.0,5,54151.0,ASSISTANT PROFESSOR,MILWAUKEE-WI,14,66.67
2015Q3,DENIED,WV,8,8,25000.0,64157.0,200000.0,25000.0,60313.0,180000.0,6,92311,TEACHER OF CHINESE LANGUAGE,MORGANTOWN-WV,6,75.0
2015Q3,DENIED,WY,6,6,26520.0,134905.0,355634.0,26520.0,120424.0,355634.0,5,62111,FILM AND VIDEO EDITOR,ROCK SPRINGS-WY,6,100.0
2015Q3,WITHDRAWN,AL,16,16,49000.0,182735.0,364000.0,37610.0,148417.0,214365.0,36,62111.0,HOSPITALIST PHYSICIAN,DOTHAN-AL,12,75.0
2015Q3,WITHDRAWN,AR,14,14,50773.0,91813.0,218000.0,38640.0,73955.0,185557.0,0,61131.0,ASSISTANT PROFESSOR,BENTONVILLE-AR,9,64.29
2015Q3,WITHDRAWN,AZ,40,42,41261.0,90544.0,260000.0,37274.0,70863.0,197288.0,130,54151.0,SOFTWARE ENGINEER,PHOENIX-AZ,16,40.0
2015Q3,WITHDRAWN,CA,790,927,32552.0,1667942.0,520000000.0,21882.0,84373.0,189592.0,218,54151.0,SOFTWARE ENGINEER,SANTA CLARA-CA,597,75.57
2015Q3,WITHDRAWN,CO,38,40,38117.0,106967.0,960000.0,37794.0,71447.0,187200.0,129,54151.0,SYSTEMS ANALYST,DENVER-CO,14,36.84
2015Q3,WITHDRAWN,CT,63,171,41500.0,93564.0,231000.0,35090.0,76272.0,195021.0,207,54151.0,SOFTWARE ENGINEER,STAMFORD-CT,42,66.67
2015Q3,WITHDRAWN,DC,26,26,40000.0,99869.0,250000.0,36733.0,83162.0,242341.0,112,54151.0,SOFTWARE ENGINEER,WASHINGTON-DC,14,53.85
2015Q3,WITHDRAWN,DE,14,14,46500.0,125841.0,710904.0,37627.0,70813.0,104686.0,199,54151.0,PROGRAMMER ANALYST,WILMINGTON-DE,7,50.0
2015Q3,WITHDRAWN,FL,109,109,33446.0,88879.0,1383600.0,28267.0,65373.0,209643.0,124,54151.0,PHYSICAL THERAPIST,MIAMI-FL,68,62.39
2015Q3,WITHDRAWN,GA,114,120,40000.0,1079293.0,113526400.0,32193.0,71690.0,187199.0,76,54151.0,PROGRAMMER ANALYST,ATLANTA-GA,48,42.11
2015Q3,WITHDRAWN,GU,4,4,38085.0,89841.0,187200.0,37170.0,82884.0,162282.0,1,62151,SR. TELECOMMUNICATIONS ENGINEER,TAMUNING-GU,4,100.0
2015Q3,WITHDRAWN,HI,4,4,29120.0,81539.0,151205.0,29120.0,69878.0,113859.0,3,81341,SENIOR SOFTWARE ENGINEER,HONOLULU-HI,3,75.0
2015Q3,WITHDRAWN,IA,17,17,56056.0,112994.0,337500.0,44824.0,86589.0,229008.0,27,54151.0,COMPUTER PROGRAMMER,DES MOINES-IA,5,29.41
2015Q3,WITHDRAWN,ID,5,9,45677.0,68762.0,88960.0,45635.0,61269.0,83496.0,123,45411,MEDICAL TECHNOLOGIST,BOISE-ID,3,60.0
2015Q3,WITHDRAWN,IL,158,209,31803.0,97172.0,582000.0,21470.0,72665.0,223912.0,84,54151.0,PROGRAMMER ANALYST,CHICAGO-IL,73,46.2
2015Q3,WITHDRAWN,IN,44,45,33322.0,80374.0,177000.0,33322.0,60959.0,161970.0,393,3336.0,PROGRAMMER ANALYST,COLUMBUS-IN,15,34.09
2015Q3,WITHDRAWN,KS,20,22,40290.0,96455.0,297500.0,37794.0,72610.0,171350.0,429,61131,SOFTWARE ENGINEER,WICHITA-KS,16,80.0
2015Q3,WITHDRAWN,KY,13,17,43000.0,10524529.0,135200000.0,39370.0,104339.0,304831.0,5,62211.0,ASSISTANT PROFESSOR,LEXINGTON-KY,11,84.62
2015Q3,WITHDRAWN,LA,20,22,35200.0,104676.0,285000.0,28142.0,77118.0,190299.0,111,61131.0,PHYSICIAN,NEW ORLEANS-LA,17,85.0
2015Q3,WITHDRAWN,MA,134,135,37500.0,85817.0,170000.0,22530.0,72244.0,129043.0,193,54151.0,SOFTWARE ENGINEER,BOSTON-MA,86,64.18
2015Q3,WITHDRAWN,MD,78,87,46748.0,103475.0,1620000.0,35464.0,71383.0,107702.0,112,54151.0,PROGRAMMER ANALYST,BALTIMORE-MD,47,60.26
2015Q3,WITHDRAWN,ME,2,2,66000.0,69878.0,73757.0,55805.0,64781.0,73757.0,0,61131.0,SYSTEMS ADMINISTRATOR,ORONO-ME,1,50.0
2015Q3,WITHDRAWN,MI,88,102,50000.0,89304.0,914400.0,30389.0,68350.0,206253.0,100,54151.0,PROGRAMMER ANALYST,WARREN-MI,47,53.41
2015Q3,WITHDRAWN,MN,46,78,49608.0,75117.0,225000.0,37939.0,66117.0,159848.0,216,54151.0,COMPUTER SYSTEMS ANALYST,MINNEAPOLIS-MN,15,32.61
2015Q3,WITHDRAWN,MO,53,56,39000.0,76458.0,140000.0,31574.0,64296.0,103272.0,103,54151.0,LEAD ENGINEER,ST. LOUIS-MO,19,35.85
2015Q3,WITHDRAWN,MS,3,3,56180.0,140393.0,210000.0,50461.0,124271.0,187199.0,0,61131.0,ASSISTANT PROFESSOR,JACKSON-MS,3,100.0
2015Q3,WITHDRAWN,MT,2,2,54240.0,54240.0,54240.0,48589.0,51414.0,54240.0,1,54133.0,INDUSTRIAL DESIGNER,INDEPENDENCE-MT,2,100.0
2015Q3,WITHDRAWN,NC,68,92,39140.0,83242.0,164580.0,33470.0,69956.0,156811.0,77,54151.0,PROGRAMMER ANALYST,CHARLOTTE-NC,17,25.0
2015Q3,WITHDRAWN,ND,5,5,60450.0,125408.0,249600.0,43250.0,83335.0,149991.0,86,62211.0,HOSPITALIST,FARGO-ND,3,60.0
2015Q3,WITHDRAWN,NE,5,5,53550.0,64454.0,84000.0,51267.0,58406.0,68162.0,230,54151.0,SOFTWARE ANALYST,OMAHA-NE,2,40.0
2015Q3,WITHDRAWN,NH,10,10,60000.0,203870.0,700000.0,48630.0,74501.0,123989.0,118,54151.0,PROGRAMMER ANALYST,MERRIMACK-NH,1,10.0
2015Q3,WITHDRAWN,NJ,186,238,43516.0,82923.0,196000.0,32032.0,72890.0,172682.0,100,54151.0,PROGRAMMER ANALYST,JERSEY CITY-NJ,118,63.44
2015Q3,WITHDRAWN,NM,6,6,48000.0,80096.0,136760.0,36254.0,69918.0,121056.0,1,52393.0,SOFTWARE DEVELOPER,NEW YORK-NM,1,16.67
2015Q3,WITHDRAWN,NV,8,8,41000.0,86705.0,176218.0,36920.0,75908.0,141606.0,58,54151,ACCOUNT ANALYST,LAS VEGAS-NV,7,87.5
2015Q3,WITHDRAWN,NY,359,416,27040.0,103526.0,1000000.0,21798.0,80277.0,207293.0,207,54151.0,PROGRAMMER ANALYST,NEW YORK-NY,243,67.69
2015Q3,WITHDRAWN,OH,103,179,35464.0,80369.0,208000.0,26187.0,66990.0,202696.0,9,54151.0,SENIOR COMPUTER PROGRAMMER ANALYST,DUBLIN-OH,46,44.66
2015Q3,WITHDRAWN,OK,14,32,41600.0,104539.0,245003.0,33363.0,71357.0,119829.0,116,54151.0,ROTATING EQUIPMENT ENGINEER,TULSA-OK,7,50.0
2015Q3,WITHDRAWN,OR,38,39,50000.0,88403.0,131000.0,39416.0,71948.0,100693.0,215,54151.0,PROCESS ENGINEER,HILLSBORO-OR,7,18.42
2015Q3,WITHDRAWN,PA,130,139,41000.0,92392.0,980000.0,23934.0,65013.0,179691.0,56,54151.0,PROGRAMMER ANALYST,PITTSBURGH-PA,78,60.0
2015Q3,WITHDRAWN,RI,17,18,50000.0,143851.0,801000.0,48200.0,69139.0,146058.0,133,61131.0,PROJECT MANAGER,PROVIDENCE-RI,11,64.71
2015Q3,WITHDRAWN,SC,16,18,60000.0,120095.0,527500.0,43389.0,61469.0,106974.0,52,54151.0,CONSULTANT,GREENVILLE-SC,6,37.5
2015Q3,WITHDRAWN,SD,12,12,33630.0,45058.0,79730.0,32370.0,39959.0,64730.0,3,92311.0,INTERNAL MEDICINE RESIDENT,ST. FRANCIS-SD,10,83.33
2015Q3,WITHDRAWN,TN,20,50,21840.0,83691.0,185000.0,16952.0,65038.0,95181.0,123,54151.0,COMPUTER PROGRAMMER,OAK RIDGE-TN,9,45.0
2015Q3,WITHDRAWN,TX,361,408,30000.0,84695.0,700001.0,18429.0,68220.0,187199.0,171,54151.0,PROGRAMMER ANALYST,HOUSTON-TX,242,67.04
2015Q3,WITHDRAWN,UT,18,37,50000.0,87348.0,120000.0,38854.0,72739.0,101795.0,60,54151.0,SENIOR COMPLIANCE AUDITOR,SALT LAKE CITY-UT,9,50.0
2015Q3,WITHDRAWN,VA,86,87,36000.0,81354.0,190000.0,26666.0,70509.0,125757.0,193,54151.0,PROGRAMMER ANALYST,RICHMOND-VA,55,63.95
2015Q3,WITHDRAWN,VT,2,2,65000.0,91493.0,117986.0,41870.0,68920.0,95971.0,0,54151,PROGRAMMER ANALYST,WINOOSKI-VT,2,100.0
2015Q3,WITHDRAWN,WA,182,190,36000.0,92312.0,200200.0,24250.0,77285.0,216674.0,184,54151.0,PROGRAMMER ANALYST,SEATTLE-WA,88,48.35
2015Q3,WITHDRAWN,WI,44,73,48000.0,86669.0,274997.0,35381.0,71753.0,210621.0,128,54151.0,SOFTWARE ENGINEER,MILWAUKEE-WI,25,56.82
2015Q3,WITHDRAWN,WV,8,8,37794.0,120019.0,325036.0,37794.0,70825.0,187637.0,0,61131.0,ASSISTANT PROFESSOR,HUNTINGTON-WV,6,75.0
2015Q3,WITHDRAWN,WY,1,1,57803.0,57803.0,57803.0,57803.0,57803.0,57803.0,0,51211,PRODUCER,JACKSON-WY,1,100.0
2015Q4,CERTIFIED,AK,28,36,32968.0,122729.0,450000.0,32656.0,83848.0,187200.0,5,54151,SYSTEM ADMINISTRATOR,ANCHORAGE-AK,12,42.86
2015Q4,CERTIFIED,AL,228,440,31200.0,93269.0,353392.0,22230.0,77429.0,217242.0,5,54151.0,PROGRAMMER ANALYST,BIRMINGHAM-AL,127,55.7
2015Q4,CERTIFIED,AR,596,961,18605.0,80871.0,415000.0,18410.0,64037.0,187200.0,5,54151.0,SYSTEMS ANALYST,BENTONVILLE-AR,135,22.65
2015Q4,CERTIFIED,AZ,1562,3871,28662.0,82546.0,416000.0,25370.0,69377.0,242507.0,5,54151,SOFTWARE ENGINEER,PHOENIX-AZ,348,22.28
2015Q4,CERTIFIED,CA,17715,32380,21600.0,103741.0,750000.0,20800.0,89830.0,256173.0,5,54151.0,SOFTWARE ENGINEER,SAN FRANCISCO-CA,10363,58.5
2015Q4,CERTIFIED,CO,1064,2758,30000.0,87660.0,1515072.0,19115.0,75122.0,187200.0,5,54151,PROGRAMMER ANALYST,ENGLEWOOD-CO,273,25.66
2015Q4,CERTIFIED,CT,1697,5399,34308.0,87099.0,450000.0,32882.0,76598.0,200512.0,5,54151.0,PROGRAMMER ANALYST,HARTFORD-CT,459,27.05
2015Q4,CERTIFIED,DC,657,1236,31200.0,89069.0,500000.0,22194.0,77553.0,241842.0,5,54151.0,PROGRAMMER ANALYST,WASHINGTON-DC,253,38.51
2015Q4,CERTIFIED,DE,570,1381,42420.0,84207.0,225000.0,39520.0,74042.0,181979.0,5,54151.0,PROGRAMMER ANALYST,WILMINGTON-DE,101,17.72
2015Q4,CERTIFIED,FL,3192,6432,24648.0,83182.0,716009.0,21299.0,67073.0,252637.0,5,54151.0,PROGRAMMER ANALYST,TAMPA-FL,1343,42.07
2015Q4,CERTIFIED,FM,1,1,65000.0,65000.0,65000.0,42390.0,42390.0,42390.0,4,54151,PROGRAMMER ANALYST,TAMPA-FM,1,100.0
2015Q4,CERTIFIED,GA,3461,7053,23600.0,83822.0,740277.0,20940.0,69287.0,236538.0,5,54151.0,PROGRAMMER ANALYST,ATLANTA-GA,1377,39.79
2015Q4,CERTIFIED,GU,76,80,24752.0,57543.0,300000.0,24752.0,48334.0,162282.0,5,23622,CIVIL ENGINEER,TAMUNING-GU,74,97.37
2015Q4,CERTIFIED,HI,91,156,39270.0,85727.0,280000.0,20440.0,71888.0,254238.0,5,54151.0,ASSISTANT PROFESSOR,HONOLULU-HI,60,65.93
2015Q4,CERTIFIED,IA,546,948,36098.0,77843.0,400000.0,31803.0,64633.0,285306.0,5,54151,PROGRAMMER ANALYST,DES MOINES-IA,165,30.22
2015Q4,CERTIFIED,ID,125,266,35618.0,81897.0,215000.0,17060.0,67032.0,187199.0,5,54151,PROGRAMMER ANALYST,BOISE-ID,44,35.2
2015Q4,CERTIFIED,IL,5250,12459,23400.0,84665.0,1100000.0,18117.0,69385.0,226699.0,5,54151.0,PROGRAMMER ANALYST,CHICAGO-IL,2068,39.39
2015Q4,CERTIFIED,IN,982,2365,23000.0,83170.0,324480.0,15080.0,66098.0,219120.0,5,54151.0,PROGRAMMER ANALYST,INDIANAPOLIS-IN,310,31.57
2015Q4,CERTIFIED,KS,455,974,24000.0,82848.0,300000.0,22090.0,66459.0,213429.0,5,54151.0,PROGRAMMER ANALYST,OVERLAND PARK-KS,146,32.09
2015Q4,CERTIFIED,KY,451,1286,26520.0,81916.0,400000.0,21430.0,63691.0,198037.0,5,54151,PROGRAMMER ANALYST,LOUISVILLE-KY,136,30.16
2015Q4,CERTIFIED,LA,329,554,28080.0,85600.0,400000.0,20675.0,62682.0,214365.0,5,54151.0,COMPUTER PROGRAMMER ANALYST,BATON ROUGE-LA,209,63.53
2015Q4,CERTIFIED,MA,3812,8594,24000.0,91556.0,1095812.0,24000.0,77717.0,254821.0,5,54151,PROGRAMMER ANALYST,BOSTON-MA,1992,52.26
2015Q4,CERTIFIED,MD,1778,3418,30160.0,83523.0,425000.0,17430.0,71139.0,199118.0,5,54151.0,PROGRAMMER ANALYST,BALTIMORE-MD,860,48.37
2015Q4,CERTIFIED,ME,132,172,27012.0,107171.0,775000.0,25730.0,78336.0,436363.0,6,54151,PROGRAMMER ANALYST,PORTLAND-ME,74,56.06
2015Q4,CERTIFIED,MI,2544,4565,30000.0,80228.0,525000.0,17534.0,68668.0,242486.0,5,54151.0,PROGRAMMER ANALYST,DETROIT-MI,1524,59.91
2015Q4,CERTIFIED,MN,1695,3183,36999.0,82961.0,386750.0,29474.0,71904.0,237862.0,5,54151.0,PROGRAMMER ANALYST,MINNEAPOLIS-MN,463,27.32
2015Q4,CERTIFIED,MO,1215,2382,29240.0,79953.0,400000.0,21100.0,68138.0,223642.0,5,54151,PROGRAMMER ANALYST,ST. LOUIS-MO,372,30.62
2015Q4,CERTIFIED,MS,138,168,33446.0,99518.0,375000.0,25163.0,69335.0,190530.0,5,61131,PROGRAMMER ANALYST,JACKSON-MS,85,61.59
2015Q4,CERTIFIED,MT,26,26,34500.0,119973.0,583003.0,34216.0,93739.0,575000.0,6,61131,ASSISTANT PROFESSOR,BOZEMAN-MT,16,61.54
2015Q4,CERTIFIED,NC,2909,6360,26832.0,85382.0,325000.0,16890.0,73650.0,236267.0,5,54151.0,PROGRAMMER ANALYST,CHARLOTTE-NC,771,26.5
2015Q4,CERTIFIED,ND,91,147,24294.0,101127.0,712500.0,23920.0,75589.0,412463.0,5,54151,COMPUTER PROGRAMMER,FARGO-ND,55,60.44
2015Q4,CERTIFIED,NE,287,485,25000.0,80740.0,496485.0,19310.0,68472.0,250037.0,5,54151,PROGRAMMER ANALYST,OMAHA-NE,146,50.87
2015Q4,CERTIFIED,NH,331,828,36500.0,87997.0,257000.0,30447.0,73277.0,186056.0,5,54151,PROGRAMMER ANALYST,DOVER-NH,80,24.17
2015Q4,CERTIFIED,NJ,6423,12742,20363.0,86195.0,350000.0,20363.0,75823.0,249954.0,5,54151.0,PROGRAMMER ANALYST,JERSEY CITY-NJ,3480,54.18
2015Q4,CERTIFIED,NM,184,275,32000.0,83213.0,420000.0,22069.0,64181.0,219440.0,5,61111,PUBLIC SCHOOL TEACHER,ALBUQUERQUE-NM,119,64.67
2015Q4,CERTIFIED,NV,200,513,38106.0,96700.0,250000.0,34250.0,77682.0,199160.0,5,54151,PROGRAMMER ANALYST,LAS VEGAS-NV,92,46.0
2015Q4,CERTIFIED,NY,8539,17759,20470.0,99634.0,1800000.0,20470.0,80968.0,300000.0,5,54151.0,PROGRAMMER ANALYST,NEW YORK-NY,4708,55.14
2015Q4,CERTIFIED,OH,2685,6255,31500.0,82128.0,425000.0,17910.0,68175.0,352362.0,5,54151,PROGRAMMER ANALYST,COLUMBUS-OH,888,33.07
2015Q4,CERTIFIED,OK,317,601,29916.0,74202.0,334402.0,17030.0,59245.0,237099.0,5,54151.0,PROGRAMMER ANALYST,OKLAHOMA CITY-OK,145,45.74
2015Q4,CERTIFIED,OR,817,1564,28428.0,86329.0,325000.0,26480.0,74367.0,256068.0,5,54151.0,PROGRAMMER ANALYST,PORTLAND-OR,218,26.68
2015Q4,CERTIFIED,PA,3870,12552,21944.0,84904.0,400000.0,21944.0,69057.0,221624.0,5,54151.0,PROGRAMMER ANALYST,PHILADELPHIA-PA,1898,49.04
2015Q4,CERTIFIED,PR,45,131,18003.0,75339.0,160000.0,16920.0,47139.0,97469.0,6,54151,NETWORK ADMINISTRATOR,SAN JUAN-PR,24,53.33
2015Q4,CERTIFIED,RI,554,929,35800.0,83426.0,240000.0,17763.0,71197.0,159744.0,5,54151,PROGRAMMER ANALYST,WOONSOCKET-RI,99,17.87
2015Q4,CERTIFIED,SC,489,817,26000.0,80578.0,350000.0,19278.0,67444.0,207501.0,5,54151,PROGRAMMER ANALYST,GREENVILLE-SC,135,27.61
2015Q4,CERTIFIED,SD,61,194,33275.0,84762.0,522500.0,31590.0,71880.0,326105.0,5,54151,DEVELOPER,SIOUX FALLS-SD,27,44.26
2015Q4,CERTIFIED,TN,912,2862,26750.0,82660.0,415000.0,20710.0,67741.0,187200.0,5,54151,PROGRAMMER ANALYST,NASHVILLE-TN,338,37.06
2015Q4,CERTIFIED,TX,9757,17948,20800.0,84756.0,1000000.0,16952.0,72336.0,478200.0,5,54151.0,PROGRAMMER ANALYST,HOUSTON-TX,5062,51.88
2015Q4,CERTIFIED,UT,418,714,28288.0,80636.0,193000.0,28288.0,65713.0,124446.0,5,54151,PROGRAMMER ANALYST,SALT LAKE CITY-UT,188,44.98
2015Q4,CERTIFIED,VA,2812,5476,20000.0,85406.0,450000.0,17110.0,74574.0,243300.0,5,54151.0,PROGRAMMER ANALYST,RICHMOND-VA,1320,46.94
2015Q4,CERTIFIED,VI,10,10,43067.0,46319.0,50300.0,28770.0,37563.0,46613.0,6,61111,SCHOOL LIBRARIAN,ST. THOMAS-VI,10,100.0
2015Q4,CERTIFIED,VT,71,89,34736.0,89459.0,390000.0,27768.0,70869.0,246314.0,5,54151,CONSULTANT - US,BURLINGTON-VT,27,38.03
